-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in UTC
Location: Latitude  45.7538   Longitude 21.2051 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 121.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN      CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
IMERG_PRECTOT          MERRA-2 Total Precipitation (mm/day) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETROOT,1987,0.53,0.57,0.59,0.62,0.59,0.58,0.47,0.45,0.41,0.43,0.46,0.54,0.52
GWETROOT,1988,0.57,0.61,0.65,0.64,0.56,0.54,0.46,0.42,0.46,0.47,0.47,0.53,0.53
GWETROOT,1989,0.53,0.53,0.54,0.52,0.54,0.54,0.47,0.47,0.5,0.5,0.53,0.55,0.52
GWETROOT,1990,0.56,0.56,0.54,0.53,0.48,0.47,0.44,0.41,0.41,0.42,0.46,0.5,0.48
GWETROOT,1991,0.53,0.53,0.53,0.51,0.52,0.49,0.48,0.51,0.46,0.53,0.58,0.59,0.52
GWETROOT,1992,0.61,0.62,0.59,0.55,0.48,0.5,0.45,0.4,0.42,0.48,0.58,0.61,0.52
GWETROOT,1993,0.61,0.61,0.61,0.63,0.54,0.46,0.44,0.42,0.45,0.46,0.48,0.54,0.52
GWETROOT,1994,0.6,0.63,0.62,0.6,0.54,0.49,0.43,0.42,0.44,0.46,0.48,0.49,0.52
GWETROOT,1995,0.54,0.59,0.6,0.57,0.54,0.52,0.47,0.42,0.46,0.46,0.48,0.53,0.51
GWETROOT,1996,0.6,0.64,0.65,0.62,0.58,0.51,0.47,0.46,0.53,0.54,0.55,0.63,0.56
GWETROOT,1997,0.68,0.72,0.69,0.67,0.61,0.54,0.51,0.5,0.47,0.52,0.54,0.58,0.59
GWETROOT,1998,0.64,0.63,0.6,0.57,0.55,0.49,0.46,0.43,0.48,0.52,0.57,0.58,0.54
GWETROOT,1999,0.6,0.64,0.66,0.61,0.58,0.51,0.49,0.44,0.44,0.43,0.47,0.56,0.54
GWETROOT,2000,0.62,0.64,0.64,0.61,0.5,0.43,0.41,0.39,0.4,0.4,0.4,0.42,0.49
GWETROOT,2001,0.46,0.49,0.51,0.52,0.49,0.48,0.47,0.43,0.47,0.47,0.49,0.53,0.48
GWETROOT,2002,0.55,0.56,0.54,0.5,0.45,0.45,0.43,0.44,0.42,0.47,0.51,0.54,0.49
GWETROOT,2003,0.6,0.65,0.63,0.59,0.51,0.44,0.42,0.41,0.45,0.51,0.56,0.57,0.53
GWETROOT,2004,0.61,0.65,0.66,0.66,0.6,0.53,0.45,0.49,0.47,0.52,0.58,0.64,0.57
GWETROOT,2005,0.66,0.7,0.73,0.71,0.69,0.58,0.52,0.54,0.54,0.54,0.53,0.59,0.61
GWETROOT,2006,0.64,0.66,0.7,0.71,0.62,0.59,0.49,0.49,0.49,0.46,0.48,0.5,0.57
GWETROOT,2007,0.54,0.58,0.61,0.55,0.51,0.5,0.45,0.44,0.47,0.5,0.59,0.65,0.53
GWETROOT,2008,0.65,0.66,0.68,0.63,0.55,0.51,0.45,0.43,0.44,0.47,0.49,0.56,0.54
GWETROOT,2009,0.59,0.64,0.66,0.58,0.5,0.49,0.48,0.43,0.41,0.47,0.58,0.63,0.54
GWETROOT,2010,0.72,0.74,0.76,0.72,0.66,0.65,0.55,0.5,0.51,0.52,0.54,0.61,0.62
GWETROOT,2011,0.65,0.66,0.67,0.61,0.54,0.47,0.46,0.46,0.41,0.42,0.43,0.46,0.52
GWETROOT,2012,0.51,0.56,0.57,0.55,0.53,0.48,0.43,0.42,0.41,0.44,0.5,0.54,0.49
GWETROOT,2013,0.6,0.65,0.69,0.73,0.6,0.56,0.48,0.42,0.45,0.49,0.5,0.52,0.56
GWETROOT,2014,0.53,0.55,0.54,0.52,0.54,0.49,0.51,0.52,0.53,0.57,0.59,0.62,0.54
GWETROOT,2015,0.65,0.69,0.67,0.61,0.55,0.48,0.43,0.43,0.45,0.51,0.54,0.58,0.55
GWETROOT,2016,0.61,0.65,0.68,0.61,0.56,0.57,0.54,0.5,0.47,0.52,0.59,0.61,0.58
GWETROOT,2017,0.61,0.62,0.61,0.56,0.54,0.48,0.42,0.42,0.46,0.47,0.51,0.58,0.52
GWETROOT,2018,0.63,0.67,0.71,0.68,0.56,0.55,0.52,0.48,0.45,0.43,0.44,0.49,0.55
GWETROOT,2019,0.56,0.6,0.57,0.53,0.58,0.57,0.49,0.44,0.42,0.42,0.46,0.49,0.51
GWETROOT,2020,0.51,0.56,0.59,0.53,0.49,0.52,0.52,0.49,0.45,0.52,0.56,0.58,0.53
GWETROOT,2021,0.64,0.69,0.67,0.63,0.57,0.49,0.44,0.42,0.43,0.44,0.5,0.56,0.54
GWETROOT,2022,0.62,0.62,0.59,0.56,0.51,0.45,0.4,0.42,0.49,0.53,0.54,0.61,0.53
GWETROOT,2023,0.65,0.68,0.69,0.66,0.59,0.56,0.48,0.46,0.44,0.43,0.51,0.58,0.56
GWETROOT,2024,0.62,0.62,0.59,0.53,0.49,0.46,0.43,0.4,0.43,0.47,0.47,0.52,0.5
GWETROOT,2025,0.55,0.55,0.55,0.54,0.51,0.44,0.42,0.4,0.41,0.42,0.46,0.5,0.48
GWETTOP,1981,0.69,0.72,0.73,0.68,0.63,0.54,0.46,0.45,0.45,0.51,0.55,0.67,0.59
GWETTOP,1982,0.73,0.77,0.77,0.75,0.66,0.55,0.51,0.46,0.43,0.48,0.48,0.53,0.59
GWETTOP,1983,0.6,0.62,0.6,0.55,0.49,0.45,0.43,0.41,0.42,0.44,0.44,0.47,0.49
GWETTOP,1984,0.51,0.6,0.6,0.55,0.53,0.49,0.44,0.41,0.41,0.46,0.48,0.51,0.5
GWETTOP,1985,0.55,0.62,0.67,0.61,0.58,0.54,0.45,0.44,0.42,0.4,0.49,0.55,0.53
GWETTOP,1986,0.62,0.68,0.71,0.66,0.54,0.48,0.47,0.42,0.38,0.37,0.42,0.44,0.51
GWETTOP,1987,0.52,0.59,0.62,0.65,0.62,0.59,0.44,0.42,0.34,0.42,0.46,0.53,0.52
GWETTOP,1988,0.59,0.64,0.69,0.67,0.56,0.53,0.42,0.35,0.44,0.45,0.46,0.52,0.53
GWETTOP,1989,0.53,0.52,0.54,0.51,0.53,0.53,0.44,0.45,0.48,0.49,0.53,0.56,0.51
GWETTOP,1990,0.57,0.57,0.54,0.51,0.46,0.44,0.41,0.33,0.39,0.4,0.45,0.49,0.46
GWETTOP,1991,0.53,0.53,0.52,0.5,0.52,0.47,0.47,0.49,0.44,0.53,0.6,0.61,0.52
GWETTOP,1992,0.64,0.65,0.61,0.54,0.45,0.49,0.42,0.28,0.38,0.49,0.59,0.64,0.51
GWETTOP,1993,0.64,0.63,0.64,0.65,0.52,0.43,0.41,0.37,0.44,0.44,0.48,0.56,0.52
GWETTOP,1994,0.63,0.66,0.65,0.62,0.52,0.47,0.4,0.36,0.42,0.45,0.46,0.48,0.51
GWETTOP,1995,0.55,0.62,0.62,0.59,0.54,0.52,0.43,0.39,0.45,0.44,0.48,0.54,0.51
GWETTOP,1996,0.63,0.68,0.68,0.64,0.59,0.5,0.44,0.44,0.54,0.53,0.56,0.67,0.57
GWETTOP,1997,0.72,0.75,0.72,0.7,0.63,0.53,0.5,0.47,0.44,0.52,0.54,0.61,0.59
GWETTOP,1998,0.67,0.66,0.62,0.59,0.55,0.46,0.44,0.39,0.47,0.51,0.58,0.6,0.54
GWETTOP,1999,0.63,0.68,0.69,0.63,0.59,0.49,0.47,0.41,0.42,0.42,0.47,0.58,0.54
GWETTOP,2000,0.65,0.67,0.67,0.62,0.48,0.38,0.31,0.22,0.33,0.26,0.37,0.41,0.45
GWETTOP,2001,0.45,0.47,0.5,0.52,0.46,0.47,0.45,0.39,0.46,0.45,0.48,0.53,0.47
GWETTOP,2002,0.56,0.57,0.53,0.48,0.43,0.42,0.4,0.42,0.37,0.45,0.5,0.54,0.47
GWETTOP,2003,0.63,0.68,0.66,0.6,0.48,0.41,0.4,0.31,0.43,0.51,0.57,0.59,0.52
GWETTOP,2004,0.64,0.69,0.7,0.69,0.62,0.52,0.43,0.46,0.45,0.5,0.6,0.68,0.58
GWETTOP,2005,0.7,0.73,0.76,0.75,0.72,0.59,0.51,0.55,0.53,0.54,0.53,0.61,0.63
GWETTOP,2006,0.68,0.7,0.73,0.74,0.65,0.61,0.46,0.47,0.46,0.44,0.47,0.49,0.57
GWETTOP,2007,0.54,0.61,0.64,0.54,0.5,0.47,0.41,0.42,0.46,0.5,0.62,0.68,0.53
GWETTOP,2008,0.69,0.69,0.71,0.66,0.54,0.49,0.43,0.39,0.42,0.45,0.48,0.58,0.54
GWETTOP,2009,0.62,0.67,0.7,0.59,0.47,0.47,0.44,0.4,0.34,0.45,0.61,0.66,0.53
GWETTOP,2010,0.75,0.77,0.78,0.75,0.7,0.68,0.56,0.48,0.49,0.51,0.54,0.65,0.64
GWETTOP,2011,0.68,0.7,0.7,0.63,0.54,0.45,0.44,0.43,0.35,0.39,0.42,0.45,0.51
GWETTOP,2012,0.5,0.57,0.57,0.55,0.51,0.45,0.37,0.37,0.34,0.44,0.49,0.55,0.48
GWETTOP,2013,0.63,0.68,0.72,0.75,0.63,0.57,0.44,0.35,0.43,0.47,0.49,0.51,0.55
GWETTOP,2014,0.52,0.56,0.53,0.51,0.54,0.46,0.51,0.51,0.53,0.58,0.61,0.66,0.54
GWETTOP,2015,0.69,0.72,0.7,0.63,0.54,0.44,0.38,0.37,0.44,0.51,0.53,0.59,0.54
GWETTOP,2016,0.64,0.69,0.71,0.63,0.56,0.59,0.53,0.47,0.45,0.52,0.62,0.64,0.59
GWETTOP,2017,0.64,0.66,0.63,0.56,0.53,0.45,0.38,0.4,0.45,0.45,0.5,0.6,0.52
GWETTOP,2018,0.67,0.71,0.75,0.71,0.57,0.55,0.51,0.45,0.43,0.41,0.42,0.48,0.55
GWETTOP,2019,0.57,0.62,0.57,0.52,0.6,0.58,0.46,0.41,0.38,0.4,0.45,0.48,0.5
GWETTOP,2020,0.5,0.57,0.61,0.5,0.47,0.52,0.51,0.46,0.43,0.53,0.56,0.59,0.52
GWETTOP,2021,0.69,0.73,0.71,0.66,0.58,0.45,0.41,0.35,0.41,0.43,0.49,0.57,0.54
GWETTOP,2022,0.65,0.65,0.61,0.56,0.48,0.41,0.3,0.38,0.49,0.51,0.53,0.64,0.52
GWETTOP,2023,0.69,0.72,0.72,0.69,0.62,0.56,0.45,0.43,0.42,0.41,0.51,0.61,0.57
GWETTOP,2024,0.65,0.65,0.61,0.51,0.47,0.44,0.37,0.26,0.38,0.45,0.46,0.52,0.48
GWETTOP,2025,0.55,0.55,0.56,0.52,0.49,0.4,0.37,0.32,0.38,0.42,0.45,0.48,0.46
IMERG_PRECTOT,1981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1983,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1984,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1985,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1986,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1987,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1988,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1989,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1990,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1991,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1992,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1993,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1994,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1996,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1997,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1998,1.7,0.1,0.59,2.3,2.0,2.56,3.03,1.69,3.32,2.67,1.74,0.25,1.83
IMERG_PRECTOT,1999,1.3,1.97,0.64,2.53,2.9,3.46,5.5,1.63,1.89,1.07,2.83,4.1,2.49
IMERG_PRECTOT,2000,0.42,0.61,1.74,1.96,1.44,0.88,1.13,0.44,1.29,0.12,0.66,1.75,1.04
IMERG_PRECTOT,2001,1.51,0.49,2.4,3.62,1.31,5.47,2.25,1.18,6.0,0.56,2.25,0.88,2.33
IMERG_PRECTOT,2002,0.46,0.88,0.44,1.04,1.61,2.55,2.81,2.97,2.19,2.28,1.47,2.21,1.74
IMERG_PRECTOT,2003,2.12,0.66,0.34,1.33,1.74,1.35,2.57,0.29,2.59,4.13,1.27,1.05,1.62
IMERG_PRECTOT,2004,1.49,1.24,0.36,2.72,2.13,2.1,2.79,2.65,2.04,1.7,4.25,1.95,2.12
IMERG_PRECTOT,2005,1.08,2.86,1.51,4.62,2.03,2.24,3.14,5.91,2.84,0.61,1.12,3.05,2.58
IMERG_PRECTOT,2006,1.24,2.14,2.34,3.15,1.92,3.86,1.44,4.35,0.75,0.77,1.2,1.15,2.03
IMERG_PRECTOT,2007,1.77,3.33,2.39,0.19,3.24,2.61,1.27,2.49,2.97,3.2,2.75,1.21,2.29
IMERG_PRECTOT,2008,1.03,0.53,2.73,1.9,2.16,3.62,2.03,1.31,2.27,1.21,2.15,2.66,1.97
IMERG_PRECTOT,2009,1.76,1.77,1.99,0.55,1.78,4.33,1.91,1.56,0.39,3.11,3.71,3.61,2.21
IMERG_PRECTOT,2010,2.53,3.21,1.44,1.85,5.12,3.89,2.29,2.9,1.83,1.54,2.19,2.92,2.64
IMERG_PRECTOT,2011,1.3,1.23,1.11,1.02,2.24,1.71,4.54,0.24,0.62,1.23,0.03,1.91,1.43
IMERG_PRECTOT,2012,1.85,1.35,0.37,2.81,2.76,1.56,2.99,0.35,1.11,2.6,1.13,2.46,1.78
IMERG_PRECTOT,2013,2.42,2.13,4.4,1.42,3.08,2.09,1.24,1.7,2.98,1.56,2.01,0.23,2.11
IMERG_PRECTOT,2014,1.6,0.89,1.05,2.37,4.2,2.54,6.05,1.96,3.83,2.78,0.65,2.03,2.5
IMERG_PRECTOT,2015,2.37,1.76,1.59,0.97,2.32,1.41,0.8,2.37,2.75,2.42,1.86,0.25,1.74
IMERG_PRECTOT,2016,2.18,2.65,2.04,1.52,2.52,6.66,2.59,2.66,1.69,2.93,2.68,0.44,2.55
IMERG_PRECTOT,2017,0.43,1.11,1.12,1.95,2.29,2.28,1.3,2.09,2.85,1.41,1.79,1.87,1.71
IMERG_PRECTOT,2018,2.37,1.78,3.22,0.97,2.55,4.63,2.95,1.62,0.92,0.47,1.19,2.72,2.12
IMERG_PRECTOT,2019,2.55,0.89,0.35,2.69,5.2,3.37,1.65,1.1,1.3,0.5,1.9,1.58,1.92
IMERG_PRECTOT,2020,0.81,2.59,1.88,0.37,1.96,4.74,3.39,2.14,1.59,3.44,0.53,2.07,2.13
IMERG_PRECTOT,2021,3.07,1.79,1.19,1.4,2.42,0.86,2.89,1.61,0.83,1.21,2.69,3.7,1.97
IMERG_PRECTOT,2022,1.07,1.18,0.42,2.48,1.45,0.79,1.22,2.27,4.98,0.62,2.56,2.51,1.8
IMERG_PRECTOT,2023,2.58,2.46,1.07,2.3,2.99,3.66,2.35,2.99,1.65,0.84,3.51,1.86,2.36
IMERG_PRECTOT,2024,1.8,0.58,1.1,1.44,2.29,2.43,1.78,0.37,2.96,0.79,1.73,1.01,1.52
IMERG_PRECTOT,2025,0.91,0.26,2.08,1.04,2.85,0.26,2.01,1.12,1.27,0.63,0.5,0.21,1.13
PRECTOTCORR,1981,1.3,0.89,2.39,1.67,1.43,3.25,1.84,1.76,2.37,1.93,1.04,3.69,1.97
PRECTOTCORR,1982,2.53,0.55,1.25,1.83,1.35,2.69,3.41,0.93,1.17,1.83,0.57,1.83,1.67
PRECTOTCORR,1983,1.09,0.79,0.83,1.39,1.53,2.2,1.62,1.14,1.81,0.81,0.61,0.61,1.2
PRECTOTCORR,1984,2.23,0.92,0.82,0.98,3.11,2.21,1.19,1.14,2.12,0.95,1.19,0.82,1.47
PRECTOTCORR,1985,1.09,2.2,1.01,1.77,2.47,3.17,1.07,2.36,0.52,0.34,3.04,0.96,1.66
PRECTOTCORR,1986,1.85,2.19,1.3,1.68,1.37,2.14,2.88,1.21,0.21,0.72,0.14,1.59,1.44
PRECTOTCORR,1987,2.54,0.48,2.24,1.47,4.15,2.38,0.87,1.23,0.66,0.59,2.21,1.23,1.68
PRECTOTCORR,1988,1.53,1.66,2.51,1.27,1.53,2.8,0.86,1.0,2.3,0.63,0.79,1.34,1.51
PRECTOTCORR,1989,0.2,0.66,0.83,2.59,1.92,3.56,0.73,3.61,1.2,0.94,1.66,0.73,1.55
PRECTOTCORR,1990,0.26,0.9,0.86,0.96,0.83,1.67,1.36,0.61,1.14,1.01,1.02,1.52,1.01
PRECTOTCORR,1991,0.38,0.71,0.7,1.26,2.35,1.67,3.72,2.33,1.15,3.26,1.28,0.67,1.63
PRECTOTCORR,1992,0.57,0.57,0.21,1.02,0.71,3.54,0.68,0.28,1.57,3.85,1.62,0.9,1.29
PRECTOTCORR,1993,0.41,0.52,1.73,1.66,0.62,1.48,1.77,1.19,1.73,0.85,1.74,2.32,1.34
PRECTOTCORR,1994,1.28,1.08,0.9,2.07,1.34,2.2,1.05,1.8,1.49,1.27,0.46,1.1,1.34
PRECTOTCORR,1995,1.99,1.48,0.97,1.93,1.79,3.66,0.75,1.52,2.5,0.15,1.39,2.75,1.74
PRECTOTCORR,1996,1.4,1.17,0.95,0.96,3.39,2.39,1.18,2.58,3.48,1.09,2.03,2.54,1.93
PRECTOTCORR,1997,1.03,1.03,0.63,2.75,1.69,2.64,3.44,1.92,0.85,2.51,1.02,2.05,1.8
PRECTOTCORR,1998,1.25,0.06,0.39,2.27,1.58,1.97,2.04,1.59,2.61,2.14,1.62,0.46,1.5
PRECTOTCORR,1999,0.91,2.97,0.39,1.94,2.09,2.31,2.93,1.22,1.03,0.61,2.09,3.09,1.79
PRECTOTCORR,2000,0.8,0.34,1.5,1.2,0.92,0.45,0.63,0.18,0.64,0.07,0.39,1.12,0.69
PRECTOTCORR,2001,1.12,0.51,1.9,2.01,1.08,3.28,2.14,0.64,3.16,0.33,1.89,0.73,1.56
PRECTOTCORR,2002,0.3,0.71,0.28,0.62,1.43,1.73,1.89,1.61,1.5,1.35,1.51,1.35,1.19
PRECTOTCORR,2003,2.22,0.83,0.34,1.26,1.19,0.76,2.28,0.34,2.22,3.05,1.04,0.98,1.38
PRECTOTCORR,2004,1.75,1.69,0.93,2.92,1.9,1.94,3.01,1.98,1.77,1.45,3.22,1.47,2.0
PRECTOTCORR,2005,1.03,2.08,1.58,3.88,2.16,2.12,2.58,5.26,2.21,0.57,0.9,2.41,2.23
PRECTOTCORR,2006,0.92,1.66,2.21,2.72,1.93,3.36,1.39,3.52,0.73,0.49,1.0,0.76,1.72
PRECTOTCORR,2007,1.26,2.35,1.92,0.12,3.11,2.25,1.35,2.14,2.58,2.59,2.4,0.97,1.92
PRECTOTCORR,2008,0.81,0.38,2.41,1.17,1.18,3.06,1.93,0.93,1.87,0.96,1.88,1.89,1.54
PRECTOTCORR,2009,1.27,1.49,1.46,0.32,1.41,3.32,1.31,1.42,0.39,2.83,3.12,2.55,1.74
PRECTOTCORR,2010,1.99,2.39,1.16,1.71,5.04,3.6,2.42,2.62,1.84,1.46,1.55,2.55,2.36
PRECTOTCORR,2011,0.88,1.02,1.01,0.78,1.68,1.45,3.71,0.17,0.57,1.02,0.02,1.49,1.16
PRECTOTCORR,2012,1.65,1.72,0.24,2.34,2.44,1.24,2.28,0.32,0.94,2.23,0.88,1.96,1.52
PRECTOTCORR,2013,1.82,1.75,3.96,1.46,3.0,2.03,0.89,1.46,1.99,0.95,1.42,0.16,1.74
PRECTOTCORR,2014,1.12,0.75,0.65,1.69,3.21,2.27,4.51,1.92,3.14,2.54,0.63,1.4,2.0
PRECTOTCORR,2015,1.69,1.28,1.15,0.86,2.16,1.27,0.77,2.03,2.44,2.08,1.85,0.23,1.48
PRECTOTCORR,2016,1.68,2.22,1.56,1.17,2.05,6.23,2.66,1.89,1.55,2.82,2.2,0.44,2.2
PRECTOTCORR,2017,0.42,0.8,0.89,1.54,1.96,1.81,1.13,1.53,2.65,1.28,1.66,1.73,1.45
PRECTOTCORR,2018,1.83,2.27,2.58,1.06,2.13,4.21,2.68,1.44,0.92,0.45,1.05,1.94,1.88
PRECTOTCORR,2019,1.8,0.6,0.42,2.21,4.51,3.42,1.49,1.07,1.21,0.48,1.6,1.02,1.66
PRECTOTCORR,2020,0.65,1.97,1.55,0.37,1.64,4.64,3.18,2.14,1.18,3.33,0.57,1.79,1.92
PRECTOTCORR,2021,2.16,1.4,1.16,1.17,2.25,0.73,1.9,1.46,0.93,0.86,2.09,2.66,1.57
PRECTOTCORR,2022,0.73,0.77,0.36,1.84,1.29,0.83,0.76,1.99,4.12,0.58,2.05,1.96,1.44
PRECTOTCORR,2023,1.74,2.18,1.11,1.8,2.42,2.88,1.58,2.12,1.44,0.8,3.0,1.76,1.9
PRECTOTCORR,2024,1.22,0.43,0.96,1.18,1.66,1.79,1.22,0.4,2.64,0.67,1.53,0.99,1.22
PRECTOTCORR,2025,0.79,0.48,1.91,0.72,2.24,0.19,1.59,0.68,1.13,1.11,1.78,0.31,1.08
PS,1981,100.26,100.45,99.86,100.16,99.95,100.05,100.0,100.2,100.29,100.14,100.56,99.17,100.09
PS,1982,100.67,100.91,100.38,99.96,100.45,99.99,100.04,100.06,100.5,100.29,100.83,100.16,100.35
PS,1983,100.84,100.32,100.25,99.83,99.75,100.18,100.0,100.1,100.31,100.79,100.6,100.67,100.3
PS,1984,100.11,100.57,99.98,100.02,99.57,100.09,100.23,100.17,99.82,100.65,100.4,101.1,100.22
PS,1985,100.04,100.54,100.27,99.75,99.75,99.92,100.22,100.0,100.57,100.95,100.16,100.49,100.22
PS,1986,99.83,99.99,100.55,99.7,100.29,99.9,100.14,100.05,100.52,100.68,101.06,100.56,100.28
PS,1987,100.21,100.25,100.22,100.23,99.71,100.07,100.03,100.14,100.35,100.81,100.22,100.68,100.24
PS,1988,100.32,99.97,99.56,100.15,100.06,99.73,100.06,99.99,100.31,100.74,100.75,100.48,100.18
PS,1989,101.79,100.87,100.22,99.61,100.23,99.92,100.24,99.86,100.27,100.56,100.43,100.6,100.38
PS,1990,101.27,100.41,101.02,99.85,100.33,99.96,100.14,100.32,100.19,100.4,100.15,100.47,100.38
PS,1991,101.2,100.53,100.29,100.0,99.84,99.94,99.88,100.22,100.4,100.46,100.43,101.04,100.35
PS,1992,101.38,100.81,100.31,99.79,100.35,99.72,100.14,100.08,100.48,99.76,100.43,100.88,100.35
PS,1993,101.31,101.14,100.42,99.92,99.93,100.01,100.07,100.24,100.09,100.48,100.9,100.06,100.38
PS,1994,100.2,100.45,100.47,99.65,99.94,100.1,100.06,99.97,100.15,100.57,100.72,100.88,100.26
PS,1995,100.39,100.27,99.94,99.94,100.0,99.9,100.03,99.93,99.97,101.06,100.33,100.53,100.19
PS,1996,100.72,100.07,100.3,100.04,99.77,100.31,100.19,100.05,99.76,100.47,100.14,100.25,100.17
PS,1997,101.1,100.93,100.72,99.99,100.11,99.82,99.9,100.11,100.65,100.36,100.1,100.15,100.33
PS,1998,100.53,101.02,100.55,99.56,100.01,100.13,99.83,100.18,99.95,100.22,100.4,100.97,100.28
PS,1999,100.49,99.75,100.03,99.89,100.26,100.11,99.93,99.98,100.09,100.53,100.68,100.12,100.16
PS,2000,100.81,100.74,100.3,99.59,100.22,100.38,99.72,100.22,100.15,100.55,100.17,100.27,100.26
PS,2001,100.5,100.3,99.62,99.71,100.03,99.85,99.92,100.14,99.82,100.72,100.4,100.72,100.15
PS,2002,101.22,100.33,100.25,100.01,100.0,100.1,99.86,99.83,100.04,100.17,100.09,100.64,100.21
PS,2003,100.18,100.72,100.75,100.15,100.21,100.08,99.94,100.11,100.5,100.03,100.74,100.65,100.34
PS,2004,99.78,100.34,100.64,99.92,99.86,100.11,99.99,99.91,100.5,100.35,100.34,100.71,100.2
PS,2005,100.48,100.14,100.21,100.0,100.1,100.14,99.9,99.93,100.37,100.89,100.51,100.22,100.24
PS,2006,101.18,100.07,99.63,99.86,100.17,100.28,100.32,99.64,100.34,100.41,100.55,101.35,100.32
PS,2007,100.43,99.98,100.09,100.42,99.7,99.84,99.9,99.84,100.24,100.63,100.27,100.93,100.19
PS,2008,100.96,101.22,99.35,99.6,100.03,100.0,99.87,99.96,100.17,100.52,100.32,100.55,100.21
