-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in UTC
Location: Latitude  45.8029   Longitude 24.1586 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 508.97 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN      CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
IMERG_PRECTOT          MERRA-2 Total Precipitation (mm/day) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_LW_DWN,2005,22.05,21.77,22.62,25.61,28.3,28.69,30.08,30.48,28.19,25.31,23.6,22.91,25.83
ALLSKY_SFC_LW_DWN,2006,21.33,22.3,24.18,26.87,27.75,29.9,29.96,29.72,28.18,25.72,24.39,23.31,26.15
ALLSKY_SFC_LW_DWN,2007,23.26,23.65,23.79,25.21,28.25,29.39,29.65,30.46,27.5,26.08,23.65,22.98,26.17
ALLSKY_SFC_LW_DWN,2008,22.07,22.46,23.93,26.22,27.8,29.17,29.53,29.42,27.69,25.53,22.69,22.57,25.77
ALLSKY_SFC_LW_DWN,2009,22.04,22.24,23.59,24.58,27.59,28.68,29.45,30.25,27.57,26.21,24.17,23.12,25.82
ALLSKY_SFC_LW_DWN,2010,21.7,22.57,23.0,25.74,27.99,29.88,30.79,30.05,27.79,24.38,24.26,22.51,25.91
ALLSKY_SFC_LW_DWN,2011,21.91,21.86,23.02,25.0,27.55,29.26,29.98,28.77,27.54,23.96,21.55,22.64,25.27
ALLSKY_SFC_LW_DWN,2012,21.19,20.45,22.51,25.82,28.61,29.16,30.46,29.34,27.23,25.53,23.65,22.14,25.53
ALLSKY_SFC_LW_DWN,2013,21.7,23.19,23.48,25.47,27.7,29.91,29.54,30.44,27.15,24.78,24.2,21.66,25.78
ALLSKY_SFC_LW_DWN,2014,22.34,22.96,23.57,26.39,27.54,29.09,30.42,29.36,27.18,25.72,23.86,22.53,25.93
ALLSKY_SFC_LW_DWN,2015,22.51,21.95,23.25,24.53,27.91,28.95,30.07,29.84,28.83,25.27,23.83,22.23,25.79
ALLSKY_SFC_LW_DWN,2016,21.38,23.34,23.99,25.99,27.69,30.11,30.09,29.72,27.79,25.62,22.94,21.4,25.84
ALLSKY_SFC_LW_DWN,2017,20.21,22.63,23.82,25.02,28.08,29.28,29.85,29.51,27.71,24.71,24.54,23.0,25.71
ALLSKY_SFC_LW_DWN,2018,22.25,22.66,24.01,25.95,27.9,29.92,30.46,29.71,27.7,24.59,23.65,22.67,25.97
ALLSKY_SFC_LW_DWN,2019,21.85,21.97,22.89,25.77,28.18,29.92,29.78,29.55,27.12,24.88,25.23,22.52,25.82
ALLSKY_SFC_LW_DWN,2020,21.88,22.92,23.83,23.44,27.48,29.94,30.06,29.37,28.05,26.43,23.62,23.38,25.88
ALLSKY_SFC_LW_DWN,2021,22.09,22.82,22.51,24.85,27.07,29.45,30.24,29.64,26.94,23.98,23.48,23.18,25.53
ALLSKY_SFC_LW_DWN,2022,21.74,22.28,21.74,25.24,27.21,29.41,30.3,30.84,28.45,25.67,24.81,23.18,25.92
ALLSKY_SFC_LW_DWN,2023,23.82,22.65,23.77,26.06,27.98,29.92,30.63,30.54,28.3,25.85,24.36,22.73,26.41
ALLSKY_SFC_LW_DWN,2024,21.96,23.65,24.64,26.07,27.72,30.43,30.88,30.94,28.11,25.08,22.87,23.19,26.3
ALLSKY_SFC_LW_DWN,2025,22.18,20.86,24.33,26.1,27.59,28.97,30.7,29.23,28.5,25.53,25.27,22.75,26.03
ALLSKY_SFC_PAR_TOT,1981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_PAR_TOT,1982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_PAR_TOT,1983,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_PAR_TOT,1984,2.63,4.3,5.55,6.83,8.66,9.17,8.38,7.84,6.64,4.28,3.22,2.19,5.81
ALLSKY_SFC_PAR_TOT,1985,3.09,4.37,6.5,7.35,9.24,8.16,9.35,8.46,6.46,4.4,2.84,2.16,6.04
ALLSKY_SFC_PAR_TOT,1986,2.61,4.05,5.98,7.6,9.58,8.71,7.97,8.54,6.96,4.7,2.98,2.04,5.99
ALLSKY_SFC_PAR_TOT,1987,2.6,4.35,6.59,7.0,7.45,9.33,9.45,7.83,6.89,4.19,2.24,2.25,5.85
ALLSKY_SFC_PAR_TOT,1988,2.58,3.85,5.23,7.06,8.94,9.36,10.25,8.96,5.5,4.58,2.69,1.99,5.92
ALLSKY_SFC_PAR_TOT,1989,3.06,3.74,5.37,6.73,8.05,8.14,9.8,7.92,5.37,4.02,2.58,2.2,5.6
ALLSKY_SFC_PAR_TOT,1990,2.92,4.19,6.13,6.82,9.06,9.49,9.7,9.02,5.71,4.55,2.71,1.98,6.04
ALLSKY_SFC_PAR_TOT,1991,2.57,3.99,5.28,6.57,6.75,9.35,9.02,7.96,6.71,4.01,2.85,2.39,5.63
ALLSKY_SFC_PAR_TOT,1992,2.83,4.44,5.81,6.85,8.7,8.38,10.03,9.47,7.11,3.74,2.38,2.67,6.04
ALLSKY_SFC_PAR_TOT,1993,2.99,3.98,5.48,6.67,8.95,9.96,10.22,8.66,6.31,4.48,2.93,2.16,6.08
ALLSKY_SFC_PAR_TOT,1994,2.51,4.11,5.62,7.72,9.23,10.19,9.75,8.6,7.52,4.02,3.08,2.29,6.23
ALLSKY_SFC_PAR_TOT,1995,2.98,4.15,5.24,7.11,7.63,9.58,10.22,7.94,5.85,4.81,2.95,2.23,5.9
ALLSKY_SFC_PAR_TOT,1996,2.91,4.41,6.71,8.26,8.79,10.24,9.73,7.68,4.41,4.37,2.92,2.04,6.04
ALLSKY_SFC_PAR_TOT,1997,2.94,4.26,6.44,7.63,10.12,9.89,8.15,6.92,6.38,4.74,3.07,1.99,6.05
ALLSKY_SFC_PAR_TOT,1998,2.69,4.46,6.51,8.59,9.34,9.32,9.6,9.15,5.66,4.36,2.93,2.59,6.28
ALLSKY_SFC_PAR_TOT,1999,2.77,4.41,6.18,7.73,9.49,9.63,10.16,8.33,6.3,4.12,2.71,2.13,6.17
ALLSKY_SFC_PAR_TOT,2000,3.03,4.39,6.41,7.8,10.8,10.25,10.3,8.91,5.71,4.9,2.95,2.27,6.49
ALLSKY_SFC_PAR_TOT,2001,2.06,3.11,4.78,6.83,8.46,7.56,9.06,8.44,5.3,4.3,2.28,1.84,5.35
ALLSKY_SFC_PAR_TOT,2002,2.33,3.8,5.43,5.93,9.1,8.96,8.51,6.96,4.9,3.94,2.36,1.56,5.32
ALLSKY_SFC_PAR_TOT,2003,1.8,3.93,5.44,6.67,10.02,9.64,8.1,8.76,5.64,3.28,2.36,2.07,5.65
ALLSKY_SFC_PAR_TOT,2004,1.91,3.33,4.88,7.22,7.69,8.58,8.92,8.08,6.13,4.53,2.21,1.7,5.44
ALLSKY_SFC_PAR_TOT,2005,2.15,3.42,5.51,6.23,8.2,9.01,8.51,7.29,5.81,4.31,2.48,1.58,5.39
ALLSKY_SFC_PAR_TOT,2006,2.21,3.48,4.71,5.96,8.13,8.54,9.52,7.88,6.2,4.73,2.42,1.95,5.49
ALLSKY_SFC_PAR_TOT,2007,2.18,2.97,5.34,7.47,8.81,10.18,10.63,7.66,5.93,3.77,2.05,1.7,5.74
ALLSKY_SFC_PAR_TOT,2008,2.37,3.92,5.17,6.16,8.64,9.7,9.72,9.24,5.51,4.3,2.68,1.76,5.77
ALLSKY_SFC_PAR_TOT,2009,2.14,3.06,4.56,7.9,8.78,10.1,10.25,7.73,6.29,3.72,2.34,1.37,5.7
ALLSKY_SFC_PAR_TOT,2010,1.87,3.71,4.8,6.12,7.75,8.92,9.02,8.75,5.9,3.82,2.72,1.62,5.43
ALLSKY_SFC_PAR_TOT,2011,2.13,3.34,5.29,6.88,8.31,9.26,9.57,9.46,7.1,4.4,2.82,1.77,5.88
ALLSKY_SFC_PAR_TOT,2012,2.03,4.4,5.97,7.04,7.43,11.1,10.81,9.0,7.22,4.46,2.66,1.6,6.14
ALLSKY_SFC_PAR_TOT,2013,2.3,2.74,4.43,7.2,9.06,8.73,9.77,8.39,5.84,4.57,2.58,2.06,5.66
ALLSKY_SFC_PAR_TOT,2014,1.9,3.45,5.55,5.69,7.89,8.6,8.68,8.82,6.67,4.02,2.28,1.67,5.45
ALLSKY_SFC_PAR_TOT,2015,2.03,3.41,4.95,6.91,8.56,9.24,10.43,8.61,6.07,4.04,2.56,2.07,5.75
ALLSKY_SFC_PAR_TOT,2016,2.05,3.22,4.64,7.09,7.56,9.39,9.83,8.45,6.46,3.28,2.33,1.9,5.52
ALLSKY_SFC_PAR_TOT,2017,2.41,3.63,5.4,6.91,7.92,10.26,9.77,9.23,6.43,4.36,2.08,1.58,5.84
ALLSKY_SFC_PAR_TOT,2018,2.17,2.77,4.18,8.16,9.34,8.69,8.43,9.43,6.47,5.05,2.51,1.55,5.75
ALLSKY_SFC_PAR_TOT,2019,2.01,3.81,5.83,6.55,7.38,9.95,9.18,9.29,6.72,4.87,2.25,1.91,5.82
ALLSKY_SFC_PAR_TOT,2020,2.47,3.36,5.13,8.66,7.95,8.78,9.5,9.1,6.89,3.81,2.41,1.49,5.8
ALLSKY_SFC_PAR_TOT,2021,1.8,3.52,4.9,6.43,8.69,8.88,10.23,8.77,6.42,4.35,2.63,1.47,5.69
ALLSKY_SFC_PAR_TOT,2022,2.13,3.56,5.46,6.52,9.33,10.35,9.81,8.35,5.47,4.77,2.44,1.83,5.85
ALLSKY_SFC_PAR_TOT,2023,1.76,3.37,5.27,5.63,7.71,8.52,10.04,8.99,7.01,4.84,2.26,1.81,5.62
ALLSKY_SFC_PAR_TOT,2024,2.15,3.43,5.07,7.49,7.98,10.76,10.23,8.55,6.36,4.72,2.58,1.55,5.91
ALLSKY_SFC_PAR_TOT,2025,2.67,3.69,4.9,6.75,7.3,10.91,9.56,9.06,6.39,3.54,2.21,1.88,5.75
ALLSKY_SFC_SW_DWN,1981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_SW_DWN,1982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_SW_DWN,1983,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
ALLSKY_SFC_SW_DWN,1984,4.71,8.36,10.6,12.94,17.43,19.35,17.49,16.43,13.91,9.07,6.51,3.98,11.73
ALLSKY_SFC_SW_DWN,1985,5.98,8.44,12.8,13.84,18.51,16.89,19.43,17.74,13.57,9.44,5.49,4.02,12.21
ALLSKY_SFC_SW_DWN,1986,4.75,7.64,11.66,14.4,19.39,18.25,16.67,17.94,14.73,10.07,5.9,3.74,12.12
ALLSKY_SFC_SW_DWN,1987,4.76,8.34,12.81,13.27,14.72,19.15,19.92,16.26,14.48,8.96,4.33,4.15,11.78
ALLSKY_SFC_SW_DWN,1988,4.69,7.32,9.81,13.46,18.16,19.54,21.67,18.87,11.54,9.91,5.41,3.58,12.02
ALLSKY_SFC_SW_DWN,1989,5.77,7.08,9.95,12.68,16.06,16.91,20.77,16.52,11.29,8.65,5.08,4.01,11.26
ALLSKY_SFC_SW_DWN,1990,5.46,8.08,11.45,12.87,18.56,20.09,20.44,19.35,11.88,9.81,5.34,3.67,12.28
ALLSKY_SFC_SW_DWN,1991,4.75,7.63,9.9,12.43,13.36,19.48,18.83,16.77,14.3,8.54,5.76,4.43,11.36
ALLSKY_SFC_SW_DWN,1992,5.31,8.62,11.16,12.9,17.79,17.74,21.61,20.32,15.47,8.04,4.55,5.15,12.41
ALLSKY_SFC_SW_DWN,1993,5.53,8.02,10.45,12.62,18.17,21.07,21.89,18.49,13.41,9.56,5.97,3.97,12.46
ALLSKY_SFC_SW_DWN,1994,4.51,7.82,10.56,14.58,18.5,21.46,20.7,18.25,15.79,8.62,6.09,4.17,12.61
ALLSKY_SFC_SW_DWN,1995,5.62,7.66,9.72,13.32,15.28,20.11,21.77,16.68,12.3,10.32,5.82,4.11,11.92
ALLSKY_SFC_SW_DWN,1996,5.44,8.45,12.98,16.19,17.66,21.7,20.72,16.19,9.13,9.26,5.77,3.68,12.27
ALLSKY_SFC_SW_DWN,1997,5.53,8.01,12.32,14.41,20.6,20.9,17.31,14.64,13.75,10.28,6.24,3.56,12.31
ALLSKY_SFC_SW_DWN,1998,4.94,8.58,12.46,16.35,18.78,19.55,20.47,19.54,12.09,9.4,5.86,4.95,12.77
ALLSKY_SFC_SW_DWN,1999,5.02,8.24,11.65,14.49,19.41,20.24,21.61,17.5,13.3,8.87,5.32,3.85,12.48
ALLSKY_SFC_SW_DWN,2000,5.65,8.37,12.02,14.79,22.27,21.68,21.91,18.95,12.13,10.54,5.85,4.17,13.22
ALLSKY_SFC_SW_DWN,2001,4.91,7.3,10.99,15.78,19.38,17.09,20.27,19.06,11.85,9.79,5.29,4.33,12.21
ALLSKY_SFC_SW_DWN,2002,5.38,8.9,12.68,13.62,20.86,20.2,19.06,15.75,11.24,8.96,5.45,3.78,12.18
ALLSKY_SFC_SW_DWN,2003,4.14,9.11,12.66,15.4,22.84,21.94,18.06,19.92,12.84,7.48,5.48,4.96,12.92
ALLSKY_SFC_SW_DWN,2004,4.34,7.74,11.4,16.68,17.52,19.32,19.9,18.01,13.88,10.36,5.12,4.03,12.37
ALLSKY_SFC_SW_DWN,2005,5.13,7.63,12.8,14.35,18.53,20.34,18.91,16.21,13.08,9.94,5.83,3.8,12.24
ALLSKY_SFC_SW_DWN,2006,5.29,7.88,10.79,13.6,18.49,19.07,21.32,17.53,13.99,10.82,5.68,4.64,12.46
ALLSKY_SFC_SW_DWN,2007,5.14,6.95,12.58,17.43,19.9,22.85,24.02,17.03,13.44,8.59,4.84,4.11,13.11
ALLSKY_SFC_SW_DWN,2008,5.48,9.22,11.98,14.01,19.66,21.8,21.8,20.77,12.41,9.83,6.28,4.21,13.14
ALLSKY_SFC_SW_DWN,2009,5.05,7.32,10.69,18.46,19.94,22.76,22.88,17.32,14.25,8.39,5.4,3.26,13.0
ALLSKY_SFC_SW_DWN,2010,4.48,8.09,11.12,14.06,17.41,19.85,20.0,19.48,13.28,8.88,6.25,3.82,12.25
ALLSKY_SFC_SW_DWN,2011,5.13,7.78,12.28,15.87,18.88,20.75,21.34,21.13,16.13,10.26,6.82,4.21,13.41
ALLSKY_SFC_SW_DWN,2012,4.84,9.44,13.93,16.02,16.64,24.77,24.16,20.28,16.37,10.18,6.19,3.76,13.88
ALLSKY_SFC_SW_DWN,2013,5.23,6.25,10.17,16.49,20.48,19.4,21.96,18.7,13.22,10.44,5.93,4.97,12.81
ALLSKY_SFC_SW_DWN,2014,4.5,8.18,12.91,12.89,17.82,19.26,19.29,19.76,15.13,9.15,5.29,3.96,12.37
ALLSKY_SFC_SW_DWN,2015,4.79,8.13,11.56,15.99,19.4,20.78,23.33,19.26,13.54,9.24,5.94,4.96,13.11
ALLSKY_SFC_SW_DWN,2016,4.95,7.55,10.78,16.15,17.09,20.79,21.95,18.79,14.53,7.48,5.45,4.63,12.52
ALLSKY_SFC_SW_DWN,2017,5.69,8.3,12.52,15.84,17.93,22.96,21.7,20.66,14.47,10.01,4.84,3.71,13.25
ALLSKY_SFC_SW_DWN,2018,5.11,6.44,9.66,18.69,21.1,19.29,18.68,21.01,14.57,11.62,5.81,3.65,13.0
ALLSKY_SFC_SW_DWN,2019,4.61,8.96,13.59,14.95,16.63,22.17,20.57,20.74,15.34,11.26,5.14,4.58,13.23
ALLSKY_SFC_SW_DWN,2020,5.95,7.92,11.91,20.23,18.03,19.52,21.07,20.34,15.42,8.63,5.66,3.52,13.19
ALLSKY_SFC_SW_DWN,2021,4.22,8.35,11.42,14.8,19.73,19.76,22.82,19.65,14.58,10.05,6.12,3.52,12.95
ALLSKY_SFC_SW_DWN,2022,5.19,8.42,12.96,14.92,21.18,23.12,21.9,18.48,12.14,10.85,5.59,4.29,13.28
ALLSKY_SFC_SW_DWN,2023,4.12,7.99,12.19,12.76,17.29,18.84,22.21,19.91,15.66,10.96,5.15,4.21,12.64
ALLSKY_SFC_SW_DWN,2024,5.14,7.93,11.72,17.09,18.04,23.9,22.75,18.96,14.28,10.81,6.04,3.63,13.37
ALLSKY_SFC_SW_DWN,2025,6.3,8.91,11.34,15.37,16.47,24.55,21.29,20.35,14.27,8.0,4.99,4.46,13.04
GWETPROF,1981,0.78,0.84,0.85,0.79,0.78,0.65,0.58,0.56,0.57,0.59,0.63,0.68,0.69
GWETPROF,1982,0.74,0.76,0.75,0.74,0.7,0.6,0.58,0.54,0.54,0.53,0.53,0.56,0.63
GWETPROF,1983,0.6,0.63,0.63,0.62,0.57,0.56,0.56,0.52,0.5,0.51,0.51,0.54,0.56
GWETPROF,1984,0.58,0.64,0.67,0.64,0.64,0.6,0.55,0.52,0.52,0.55,0.55,0.57,0.59
GWETPROF,1985,0.59,0.65,0.65,0.62,0.62,0.61,0.58,0.53,0.51,0.48,0.5,0.57,0.58
GWETPROF,1986,0.61,0.62,0.63,0.59,0.55,0.53,0.52,0.49,0.46,0.47,0.49,0.49,0.54
GWETPROF,1987,0.53,0.56,0.57,0.58,0.56,0.55,0.48,0.47,0.46,0.49,0.52,0.6,0.53
GWETPROF,1988,0.64,0.68,0.7,0.73,0.66,0.63,0.54,0.48,0.51,0.51,0.52,0.57,0.6
GWETPROF,1989,0.59,0.59,0.61,0.58,0.6,0.57,0.51,0.5,0.53,0.54,0.54,0.55,0.56
GWETPROF,1990,0.57,0.58,0.56,0.54,0.52,0.52,0.49,0.46,0.46,0.47,0.5,0.52,0.52
GWETPROF,1991,0.55,0.55,0.54,0.53,0.53,0.53,0.58,0.56,0.52,0.53,0.55,0.57,0.55
GWETPROF,1992,0.59,0.61,0.6,0.58,0.52,0.52,0.5,0.47,0.47,0.51,0.56,0.58,0.54
GWETPROF,1993,0.59,0.59,0.61,0.65,0.59,0.53,0.51,0.51,0.55,0.55,0.55,0.59,0.57
GWETPROF,1994,0.64,0.65,0.63,0.62,0.59,0.56,0.5,0.48,0.48,0.52,0.54,0.55,0.56
GWETPROF,1995,0.59,0.63,0.62,0.61,0.6,0.58,0.51,0.49,0.54,0.54,0.56,0.61,0.57
GWETPROF,1996,0.66,0.68,0.68,0.66,0.61,0.54,0.51,0.5,0.55,0.57,0.58,0.62,0.6
GWETPROF,1997,0.66,0.68,0.67,0.72,0.65,0.6,0.57,0.57,0.57,0.58,0.59,0.63,0.62
GWETPROF,1998,0.68,0.69,0.68,0.65,0.62,0.59,0.57,0.49,0.53,0.61,0.64,0.65,0.62
GWETPROF,1999,0.67,0.7,0.71,0.69,0.66,0.57,0.51,0.48,0.51,0.5,0.51,0.54,0.59
GWETPROF,2000,0.57,0.61,0.63,0.61,0.53,0.47,0.48,0.47,0.48,0.46,0.46,0.47,0.52
GWETPROF,2001,0.49,0.52,0.54,0.53,0.53,0.52,0.52,0.49,0.5,0.52,0.54,0.56,0.52
GWETPROF,2002,0.61,0.61,0.59,0.56,0.51,0.51,0.48,0.48,0.47,0.52,0.57,0.59,0.54
GWETPROF,2003,0.64,0.65,0.65,0.63,0.55,0.5,0.49,0.49,0.51,0.57,0.63,0.63,0.58
GWETPROF,2004,0.67,0.72,0.73,0.71,0.66,0.58,0.52,0.55,0.54,0.57,0.61,0.67,0.63
GWETPROF,2005,0.69,0.73,0.77,0.74,0.75,0.67,0.63,0.64,0.63,0.6,0.59,0.67,0.68
GWETPROF,2006,0.7,0.71,0.75,0.77,0.7,0.66,0.59,0.59,0.58,0.57,0.58,0.59,0.65
GWETPROF,2007,0.63,0.66,0.67,0.62,0.57,0.55,0.49,0.55,0.62,0.61,0.69,0.73,0.62
GWETPROF,2008,0.74,0.75,0.74,0.73,0.69,0.63,0.57,0.54,0.53,0.61,0.6,0.65,0.65
GWETPROF,2009,0.68,0.72,0.77,0.71,0.6,0.57,0.59,0.53,0.5,0.53,0.6,0.62,0.62
GWETPROF,2010,0.71,0.75,0.77,0.77,0.72,0.69,0.69,0.61,0.57,0.57,0.58,0.66,0.67
GWETPROF,2011,0.69,0.71,0.73,0.69,0.63,0.59,0.57,0.55,0.47,0.48,0.48,0.49,0.59
GWETPROF,2012,0.52,0.55,0.62,0.61,0.6,0.6,0.49,0.47,0.47,0.49,0.54,0.57,0.54
