-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in UTC
Location: Latitude  47.1645   Longitude 24.5248 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 542.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN      CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
IMERG_PRECTOT          MERRA-2 Total Precipitation (mm/day) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2000,96.6,88.54,82.59,75.09,58.3,49.31,55.28,44.88,61.34,58.34,75.29,83.54,69.03
RH2M,2001,84.18,80.42,78.75,67.78,60.74,63.81,63.5,55.39,73.39,74.65,84.85,93.61,73.38
RH2M,2002,96.3,82.2,71.17,71.2,60.01,60.02,56.77,57.99,64.86,76.98,88.44,82.65,72.32
RH2M,2003,93.9,87.17,77.85,72.93,63.69,54.01,63.21,53.27,62.85,79.99,85.71,84.64,73.2
RH2M,2004,92.66,90.92,81.33,74.2,75.46,66.71,64.08,70.85,70.83,79.77,87.92,92.34,78.9
RH2M,2005,92.62,89.63,82.19,78.5,79.16,74.58,75.99,79.79,75.93,79.33,85.65,91.63,82.06
RH2M,2006,86.65,89.74,84.67,81.73,76.43,80.43,70.63,75.81,72.17,73.43,88.64,88.66,80.68
RH2M,2007,90.89,87.62,77.18,66.44,69.08,61.16,54.96,66.82,76.35,78.2,88.24,92.1,75.69
RH2M,2008,89.75,85.56,82.14,80.31,77.48,74.42,72.24,67.74,70.96,80.77,83.59,90.62,79.62
RH2M,2009,89.51,88.85,83.47,68.71,66.01,67.99,63.49,62.61,59.29,77.85,88.97,89.46,75.45
RH2M,2010,90.36,91.51,83.95,79.32,82.21,80.62,80.71,75.13,80.5,78.59,86.52,91.94,83.4
RH2M,2011,93.45,87.63,79.86,74.1,73.94,70.18,72.59,63.35,60.35,67.62,79.35,89.68,75.97
RH2M,2012,92.23,92.26,75.05,73.14,71.93,67.87,51.45,51.5,55.74,73.02,83.22,91.51,73.17
RH2M,2013,92.02,85.86,81.87,78.29,75.0,80.42,68.49,59.85,71.48,76.41,85.08,86.24,78.35
RH2M,2014,88.89,81.28,72.18,73.34,70.07,66.99,71.34,66.07,64.13,77.07,83.04,90.89,75.43
RH2M,2015,90.54,82.1,77.96,70.77,73.53,64.39,58.92,54.62,69.54,79.21,83.72,92.49,74.79
RH2M,2016,90.3,89.82,81.33,76.43,76.12,77.22,68.6,64.97,62.21,80.48,87.34,92.79,78.94
RH2M,2017,92.47,85.24,80.3,74.14,75.33,70.83,60.12,53.51,68.39,77.46,90.87,93.5,76.79
RH2M,2018,91.02,86.55,87.08,76.5,72.07,78.62,78.72,65.08,66.02,70.71,77.28,91.26,78.38
RH2M,2019,95.63,88.56,79.24,74.25,81.77,76.87,66.67,61.27,56.07,67.79,85.83,89.31,76.88
RH2M,2020,89.23,85.84,77.11,63.26,75.31,80.64,77.53,67.43,66.06,86.16,87.81,91.48,79.0
RH2M,2021,91.57,89.43,81.25,79.65,79.33,75.18,68.86,63.21,68.75,69.8,83.68,92.48,78.53
RH2M,2022,92.61,88.78,71.73,78.02,70.35,61.23,52.22,64.24,82.26,84.52,90.24,90.69,77.14
RH2M,2023,91.04,90.0,81.89,80.47,75.85,78.17,71.99,62.57,63.52,70.71,88.41,93.45,78.93
RH2M,2024,89.08,87.34,81.43,76.07,71.08,70.84,61.29,53.57,59.65,73.36,83.1,90.76,74.76
RH2M,2025,89.97,75.55,73.79,72.79,76.35,60.23,59.26,55.66,65.38,78.61,88.61,88.37,73.72
T2M,1981,-7.61,-4.44,3.64,6.13,12.31,18.09,17.38,17.33,14.8,9.53,-0.64,-3.04,7.02
T2M,1982,-6.46,-6.3,1.03,4.86,14.25,16.64,17.77,19.14,17.56,9.59,1.91,0.55,7.63
T2M,1983,-2.78,-3.68,3.78,10.07,15.16,16.67,19.3,18.4,15.15,7.58,-0.33,-3.15,8.08
T2M,1984,-3.31,-4.27,0.61,7.0,13.35,14.48,16.23,17.76,15.17,10.08,2.16,-3.9,7.15
T2M,1985,-9.36,-10.88,1.14,8.06,14.67,14.45,17.92,18.94,13.17,7.48,1.32,-0.62,6.47
T2M,1986,-3.99,-5.59,2.3,10.32,15.42,17.46,18.13,20.44,15.63,8.18,2.37,-4.2,8.11
T2M,1987,-8.43,-2.68,-2.24,6.49,12.02,17.42,22.45,16.6,16.9,7.91,3.37,-2.94,7.28
T2M,1988,-0.88,-1.23,1.33,6.61,13.64,15.52,20.76,19.86,14.16,7.34,-3.0,-4.29,7.52
T2M,1989,-5.56,-1.45,4.53,10.87,12.6,15.57,18.94,18.97,13.63,8.53,0.94,-2.47,7.98
T2M,1990,-3.51,1.54,6.11,8.77,14.08,16.86,19.75,20.25,12.13,9.11,3.6,-2.05,8.93
T2M,1991,-3.2,-3.76,4.74,7.56,10.71,17.68,20.67,18.17,14.64,7.82,2.99,-5.92,7.74
T2M,1992,-5.21,-3.86,2.22,8.07,12.44,17.22,20.01,24.25,13.4,7.93,1.63,-4.01,7.88
T2M,1993,-3.96,-5.18,0.3,6.42,14.7,16.99,18.16,19.0,12.08,9.74,-1.63,-1.14,7.21
T2M,1994,-1.34,-1.21,3.49,9.07,13.31,17.28,21.76,20.65,18.59,7.58,1.78,-2.73,9.07
T2M,1995,-5.92,0.22,2.06,6.52,12.12,17.42,21.88,19.38,12.62,9.35,-1.32,-3.23,7.64
T2M,1996,-5.93,-5.66,-2.66,7.29,15.27,18.75,18.21,18.71,10.41,7.95,4.17,-3.94,6.91
T2M,1997,-6.24,-3.33,0.69,3.77,13.67,16.94,17.65,17.8,12.34,5.36,2.49,-1.84,6.67
T2M,1998,-2.19,-0.06,-0.67,9.11,12.47,17.72,18.71,19.65,13.23,8.43,-0.69,-6.69,7.45
T2M,1999,-2.6,-3.46,2.58,8.39,12.24,19.22,21.66,19.96,16.42,8.45,1.06,-2.32,8.53
T2M,2000,-8.93,-2.6,1.43,10.22,15.41,19.46,19.64,21.77,13.63,10.61,6.53,0.53,9.0
T2M,2001,-1.9,-0.99,4.41,8.73,14.54,16.49,20.88,21.44,13.37,10.68,0.22,-9.63,8.25
T2M,2002,-5.8,1.48,4.17,8.15,16.36,19.0,22.64,19.9,14.24,8.13,3.67,-4.73,8.97
T2M,2003,-5.49,-7.8,1.12,6.12,18.12,20.5,20.16,20.88,14.0,6.15,4.17,-2.24,8.07
T2M,2004,-6.62,-3.82,2.25,8.44,12.13,17.28,20.23,18.78,13.91,9.82,3.17,-1.8,7.85
T2M,2005,-4.19,-5.65,-0.17,8.14,13.9,16.12,18.89,18.36,14.87,8.55,2.05,-2.16,7.47
T2M,2006,-6.51,-4.29,1.35,8.94,12.93,16.71,19.99,17.89,14.9,9.88,3.7,-0.48,7.98
T2M,2007,0.2,-0.3,5.02,8.69,15.78,19.77,21.68,20.61,12.63,8.5,0.23,-3.55,9.17
T2M,2008,-2.92,0.06,3.45,8.56,13.54,18.03,18.72,19.91,13.43,9.75,3.42,-1.0,8.77
T2M,2009,-3.83,-1.9,1.61,10.61,14.52,18.21,20.64,20.58,16.61,8.97,4.82,-1.13,9.2
T2M,2010,-5.11,-2.11,1.91,8.59,13.92,17.95,19.81,19.95,12.99,5.66,6.28,-2.57,8.15
T2M,2011,-3.76,-4.13,2.5,8.31,14.07,18.22,19.3,20.1,17.54,7.64,0.75,-0.63,8.4
T2M,2012,-5.68,-8.69,1.78,9.85,15.28,19.72,24.19,21.56,18.08,10.74,5.05,-4.62,8.99
T2M,2013,-3.99,-0.67,1.08,9.79,14.96,17.78,19.44,21.17,12.31,10.14,5.76,-2.65,8.81
T2M,2014,-0.8,1.68,6.12,9.64,14.19,17.48,19.92,19.68,15.85,9.71,4.25,-0.89,9.78
T2M,2015,-2.14,-1.36,3.59,7.45,14.69,18.6,21.96,22.56,17.28,8.19,4.48,-0.15,9.66
T2M,2016,-4.37,2.41,3.96,11.25,12.92,18.96,20.41,19.95,17.24,6.69,1.76,-5.81,8.78
T2M,2017,-8.92,0.01,5.62,7.83,14.12,18.97,20.58,22.67,14.81,8.65,3.35,-0.96,8.94
T2M,2018,-1.62,-3.13,1.16,13.19,16.59,18.61,18.99,21.96,15.97,11.24,4.68,-2.96,9.62
T2M,2019,-5.25,-1.59,4.23,9.22,13.36,20.07,19.43,21.75,16.64,11.52,7.52,0.32,9.82
T2M,2020,-3.11,0.22,4.2,8.1,11.73,17.79,19.05,20.61,17.54,10.35,2.45,0.77,9.16
T2M,2021,-2.02,-0.06,1.2,5.79,12.25,18.31,22.03,20.13,14.13,7.59,4.23,-1.03,8.59
T2M,2022,-4.38,-0.73,1.26,7.04,14.65,20.27,22.45,22.09,13.3,10.38,4.95,0.65,9.39
T2M,2023,1.7,-1.87,4.12,7.07,13.8,17.7,20.86,22.32,18.81,12.09,3.66,0.33,10.13
T2M,2024,-2.12,4.09,6.09,11.17,14.53,20.84,23.36,23.67,17.71,10.33,1.42,-0.76,10.88
T2M,2025,-0.39,-2.01,6.48,9.85,11.89,20.29,21.86,21.2,17.06,7.44,5.8,0.74,10.08
T2MDEW,1981,-8.79,-5.89,1.46,2.63,8.58,13.68,12.46,11.77,10.3,6.63,-2.13,-4.13,3.94
T2MDEW,1982,-7.99,-7.9,-1.77,1.78,9.46,11.64,12.89,12.8,11.34,5.05,-1.77,-0.97,3.79
T2MDEW,1983,-3.71,-5.9,0.09,5.87,9.79,10.78,12.78,11.33,6.68,2.79,-3.01,-4.79,3.62
T2MDEW,1984,-4.43,-6.35,-3.1,1.17,9.35,10.04,11.08,10.56,9.17,6.39,-0.81,-5.37,3.17
T2MDEW,1985,-10.63,-11.94,-2.05,4.1,10.72,10.69,12.47,11.93,6.33,2.66,-1.25,-1.71,2.7
T2MDEW,1986,-5.18,-7.86,-1.07,5.28,8.7,10.55,11.57,11.27,5.58,0.81,-0.56,-6.56,2.77
T2MDEW,1987,-9.6,-4.78,-6.24,1.56,7.63,11.62,11.42,8.98,7.67,1.92,1.66,-4.55,2.3
T2MDEW,1988,-2.23,-3.59,-1.35,3.02,9.26,11.65,14.27,10.65,8.72,0.75,-5.85,-5.2,3.37
T2MDEW,1989,-6.62,-3.56,0.51,5.69,7.42,10.92,10.5,12.07,9.0,5.01,-1.86,-3.82,3.81
T2MDEW,1990,-4.91,-1.51,0.47,2.6,5.92,8.87,9.05,7.14,4.82,2.31,1.67,-3.99,2.72
T2MDEW,1991,-4.91,-6.84,-0.53,1.24,5.5,10.59,13.29,11.52,7.98,3.83,0.83,-7.51,2.97
T2MDEW,1992,-6.71,-5.63,-1.93,3.38,4.77,11.16,10.45,10.16,4.71,3.94,0.03,-5.88,2.39
T2MDEW,1993,-5.88,-7.87,-2.41,2.46,9.05,9.32,9.81,10.17,6.81,5.36,-5.09,-2.09,2.55
T2MDEW,1994,-2.55,-3.37,0.01,4.72,7.91,10.15,11.3,9.41,9.73,2.91,-1.21,-4.21,3.77
T2MDEW,1995,-7.08,-2.0,-1.44,2.35,7.29,11.43,11.18,9.05,7.21,3.62,-3.6,-5.23,2.75
T2MDEW,1996,-7.63,-7.41,-5.79,2.55,10.15,9.51,9.41,10.34,6.94,4.5,2.62,-5.05,2.53
T2MDEW,1997,-7.46,-4.97,-3.21,0.01,8.73,12.05,12.57,11.99,6.56,1.42,0.5,-3.56,2.93
T2MDEW,1998,-3.78,-2.89,-3.99,4.94,7.78,12.84,13.23,9.76,7.69,5.62,-2.65,-8.55,3.36
T2MDEW,1999,-4.06,-4.85,-0.78,4.98,7.26,12.74,12.58,10.65,8.34,3.62,-2.68,-3.76,3.72
T2MDEW,2000,-9.73,-4.56,-1.54,5.52,6.27,7.03,9.06,7.76,5.34,1.72,1.99,-2.1,2.24
T2MDEW,2001,-4.38,-4.23,0.63,2.33,6.11,8.61,12.72,11.07,8.08,5.89,-2.35,-10.83,2.85
T2MDEW,2002,-6.57,-1.48,-1.11,2.68,7.62,9.96,12.45,10.26,6.51,3.86,1.84,-7.46,3.23
T2MDEW,2003,-6.61,-10.02,-2.75,1.04,10.23,9.87,12.01,9.95,6.06,2.61,1.84,-4.78,2.53
T2MDEW,2004,-7.91,-5.3,-0.92,3.65,7.49,10.38,12.38,12.81,7.98,6.16,1.15,-3.02,3.76
T2MDEW,2005,-5.46,-7.33,-3.16,4.22,10.03,11.28,14.24,14.55,10.36,4.74,-0.32,-3.57,4.2
T2MDEW,2006,-8.64,-6.0,-1.16,5.71,8.53,13.06,13.97,13.14,9.36,4.82,1.93,-2.22,4.43
T2MDEW,2007,-1.16,-2.29,0.88,2.1,9.45,11.29,10.89,13.45,8.16,4.49,-1.67,-4.91,4.27
T2MDEW,2008,-4.54,-2.25,0.43,5.03,9.35,13.05,13.04,13.11,7.44,6.33,0.66,-2.49,4.95
T2MDEW,2009,-5.53,-3.72,-1.14,4.5,7.45,11.51,12.63,12.36,7.78,4.79,3.08,-2.73,4.29
T2MDEW,2010,-6.66,-3.5,-0.82,4.88,10.69,14.3,16.15,15.06,9.4,1.85,4.05,-3.86,5.17
T2MDEW,2011,-4.82,-6.21,-1.0,3.42,9.02,12.07,13.68,12.16,8.94,1.2,-2.82,-2.18,3.68
T2MDEW,2012,-6.99,-10.04,-2.81,4.68,9.66,12.89,12.21,9.65,7.83,5.47,2.23,-6.1,3.26
T2MDEW,2013,-5.37,-2.99,-1.92,5.77,10.01,14.1,12.92,12.01,6.57,5.69,3.27,-4.89,4.63
T2MDEW,2014,-2.45,-1.36,0.83,4.59,8.24,10.59,14.0,12.46,8.27,5.42,1.43,-2.28,5.02
T2MDEW,2015,-3.6,-4.31,-0.31,1.87,9.53,11.06,12.63,11.7,10.89,4.45,1.59,-1.28,4.57
T2MDEW,2016,-5.88,0.89,0.77,6.83,8.42,14.54,13.87,12.44,9.1,3.22,-0.29,-7.12,4.72
T2MDEW,2017,-10.24,-2.36,2.16,2.99,9.38,13.01,11.67,11.46,8.21,4.45,1.96,-2.01,4.25
T2MDEW,2018,-3.09,-5.28,-0.94,8.75,10.98,14.53,14.94,14.45,8.86,5.37,0.69,-4.44,5.46
T2MDEW,2019,-6.19,-3.5,0.59,4.44,10.04,15.57,12.48,13.11,6.73,5.05,5.16,-1.37,5.22
T2MDEW,2020,-4.84,-2.06,0.21,0.94,7.03,14.13,14.76,13.74,10.21,7.98,0.55,-0.5,5.2
T2MDEW,2021,-3.41,-1.77,-1.91,2.19,8.44,13.45,15.36,12.02,7.75,1.79,1.48,-2.25,4.46
T2MDEW,2022,-5.67,-2.62,-3.85,3.06,8.83,11.62,10.76,14.02,10.08,7.69,3.44,-0.74,4.75
T2MDEW,2023,0.36,-3.53,1.03,3.62,9.22,13.59,15.21,14.05,10.96,6.4,1.74,-0.67,6.06
T2MDEW,2024,-3.91,2.07,2.89,6.71,8.86,14.93,14.52,12.46,8.4,5.21,-1.57,-2.24,5.7
T2MDEW,2025,-1.89,-6.16,1.64,4.69,7.42,11.43,12.22,10.96,9.74,3.61,3.94,-1.07,4.77
T2MWET,1981,-8.2,-5.16,2.55,4.38,10.44,15.89,14.92,14.55,12.55,8.08,-1.38,-3.59,5.48
T2MWET,1982,-7.22,-7.1,-0.37,3.32,11.85,14.14,15.33,15.97,14.45,7.32,0.07,-0.21,5.71
T2MWET,1983,-3.24,-4.79,1.93,7.97,12.48,13.72,16.04,14.86,10.91,5.19,-1.67,-3.97,5.85
T2MWET,1984,-3.87,-5.31,-1.25,4.09,11.35,12.26,13.65,14.16,12.17,8.23,0.67,-4.64,5.16
T2MWET,1985,-10.0,-11.41,-0.46,6.08,12.7,12.57,15.19,15.44,9.75,5.07,0.04,-1.16,4.59
T2MWET,1986,-4.59,-6.72,0.62,7.8,12.06,14.01,14.85,15.85,10.6,4.49,0.9,-5.38,5.44
T2MWET,1987,-9.02,-3.73,-4.24,4.02,9.83,14.52,16.93,12.79,12.28,4.92,2.52,-3.75,4.79
T2MWET,1988,-1.55,-2.41,-0.01,4.82,11.45,13.59,17.52,15.25,11.44,4.04,-4.43,-4.74,5.45
T2MWET,1989,-6.09,-2.51,2.52,8.28,10.01,13.24,14.72,15.52,11.32,6.77,-0.46,-3.14,5.89
T2MWET,1990,-4.21,0.01,3.29,5.68,10.0,12.86,14.4,13.69,8.47,5.71,2.63,-3.02,5.82
T2MWET,1991,-4.05,-5.3,2.11,4.4,8.11,14.14,16.98,14.85,11.31,5.83,1.91,-6.72,5.36
T2MWET,1992,-5.96,-4.74,0.14,5.73,8.61,14.19,15.23,17.21,9.06,5.94,0.83,-4.95,5.14
T2MWET,1993,-4.92,-6.52,-1.05,4.44,11.88,13.15,13.98,14.58,9.45,7.55,-3.36,-1.61,4.88
T2MWET,1994,-1.94,-2.29,1.75,6.89,10.61,13.71,16.53,15.03,14.16,5.25,0.29,-3.47,6.42
T2MWET,1995,-6.5,-0.89,0.31,4.43,9.71,14.43,16.53,14.22,9.91,6.49,-2.46,-4.23,5.2
T2MWET,1996,-6.78,-6.53,-4.23,4.92,12.71,14.13,13.81,14.53,8.68,6.23,3.39,-4.49,4.73
T2MWET,1997,-6.85,-4.15,-1.26,1.89,11.2,14.5,15.11,14.89,9.45,3.39,1.5,-2.7,4.8
T2MWET,1998,-2.98,-1.48,-2.33,7.03,10.13,15.28,15.97,14.71,10.46,7.02,-1.67,-7.62,5.41
T2MWET,1999,-3.33,-4.15,0.9,6.69,9.75,15.98,17.12,15.31,12.38,6.03,-0.81,-3.04,6.13
T2MWET,2000,-9.33,-3.58,-0.05,7.87,10.84,13.25,14.35,14.76,9.48,6.16,4.26,-0.79,5.62
T2MWET,2001,-3.14,-2.61,2.52,5.53,10.32,12.55,16.8,16.26,10.72,8.28,-1.06,-10.23,5.55
T2MWET,2002,-6.18,0.0,1.53,5.41,11.99,14.48,17.54,15.08,10.37,6.0,2.76,-6.1,6.1
T2MWET,2003,-6.05,-8.91,-0.81,3.58,14.18,15.18,16.09,15.41,10.03,4.38,3.0,-3.51,5.3
T2MWET,2004,-7.26,-4.56,0.67,6.05,9.81,13.83,16.31,15.8,10.95,7.99,2.16,-2.41,5.81
T2MWET,2005,-4.83,-6.49,-1.66,6.18,11.96,13.7,16.56,16.46,12.61,6.64,0.86,-2.86,5.83
T2MWET,2006,-7.57,-5.15,0.1,7.33,10.73,14.89,16.98,15.51,12.13,7.35,2.82,-1.35,6.21
T2MWET,2007,-0.48,-1.29,2.95,5.39,12.62,15.53,16.29,17.03,10.4,6.49,-0.72,-4.23,6.72
T2MWET,2008,-3.73,-1.1,1.94,6.79,11.44,15.54,15.88,16.51,10.44,8.04,2.04,-1.74,6.86
T2MWET,2009,-4.68,-2.81,0.24,7.56,10.98,14.86,16.63,16.47,12.19,6.88,3.95,-1.93,6.74
T2MWET,2010,-5.89,-2.8,0.54,6.73,12.3,16.12,17.98,17.51,11.19,3.75,5.17,-3.21,6.66
T2MWET,2011,-4.29,-5.17,0.75,5.86,11.54,15.15,16.49,16.13,13.24,4.42,-1.04,-1.4,6.04
T2MWET,2012,-6.34,-9.37,-0.51,7.27,12.47,16.31,18.2,15.61,12.96,8.1,3.64,-5.36,6.12
T2MWET,2013,-4.68,-1.83,-0.42,7.78,12.48,15.94,16.18,16.59,9.44,7.92,4.52,-3.77,6.72
T2MWET,2014,-1.63,0.16,3.48,7.12,11.21,14.04,16.96,16.07,12.06,7.56,2.84,-1.59,7.4
T2MWET,2015,-2.87,-2.84,1.64,4.66,12.11,14.83,17.29,17.13,14.08,6.32,3.03,-0.72,7.11
T2MWET,2016,-5.13,1.65,2.37,9.04,10.67,16.75,17.14,16.2,13.17,4.95,0.73,-6.46,6.75
T2MWET,2017,-9.58,-1.18,3.89,5.41,11.75,15.99,16.13,17.07,11.51,6.55,2.66,-1.49,6.6
T2MWET,2018,-2.35,-4.2,0.11,10.97,13.79,16.57,16.96,18.21,12.41,8.31,2.68,-3.7,7.54
T2MWET,2019,-5.72,-2.54,2.41,6.83,11.7,17.82,15.95,17.43,11.68,8.29,6.34,-0.52,7.52
T2MWET,2020,-3.97,-0.92,2.21,4.52,9.38,15.96,16.91,17.18,13.87,9.16,1.5,0.14,7.19
T2MWET,2021,-2.71,-0.92,-0.36,3.99,10.35,15.88,18.7,16.08,10.94,4.69,2.85,-1.64,6.53
T2MWET,2022,-5.02,-1.67,-1.29,5.05,11.74,15.95,16.61,18.05,11.69,9.03,4.19,-0.05,7.07
T2MWET,2023,1.03,-2.7,2.58,5.34,11.51,15.65,18.03,18.18,14.89,9.25,2.7,-0.17,8.09
T2MWET,2024,-3.02,3.08,4.49,8.94,11.69,17.88,18.94,18.07,13.06,7.77,-0.07,-1.5,8.29
T2MWET,2025,-1.14,-4.08,4.06,7.27,9.65,15.86,17.04,16.08,13.4,5.53,4.87,-0.16,7.43
T2M_MAX,1981,1.53,3.05,14.99,17.3,23.48,26.82,28.34,29.87,26.09,23.28,10.82,4.53,29.87
T2M_MAX,1982,5.52,2.16,15.32,16.25,23.9,28.33,27.12,29.4,30.28,21.06,12.78,11.29,30.28
T2M_MAX,1983,4.18,10.53,18.01,22.64,27.6,26.38,29.66,30.53,30.19,23.62,14.51,6.06,30.53
T2M_MAX,1984,5.66,5.29,18.04,18.64,24.33,24.69,30.62,27.97,29.01,26.12,14.75,6.62,30.62
T2M_MAX,1985,2.02,1.19,15.25,19.66,25.14,24.95,31.27,30.41,26.56,23.67,16.0,8.39,31.27
T2M_MAX,1986,2.82,5.38,19.04,23.09,27.1,28.75,29.3,32.03,30.7,21.44,12.98,7.7,32.03
T2M_MAX,1987,2.12,8.28,16.44,18.63,21.48,29.28,36.47,29.3,30.35,21.09,17.09,4.78,36.47
T2M_MAX,1988,8.42,10.05,12.86,17.55,22.6,23.38,33.61,33.06,27.26,22.96,5.74,2.37,33.61
T2M_MAX,1989,1.63,13.66,18.74,21.69,24.8,25.35,31.84,31.35,25.68,20.03,15.85,12.58,31.84
T2M_MAX,1990,9.13,14.63,19.51,20.89,29.17,31.13,32.13,32.54,29.78,23.62,16.79,5.94,32.54
T2M_MAX,1991,8.96,8.21,22.37,17.03,22.95,32.31,30.76,29.12,27.22,23.45,13.76,4.25,32.31
T2M_MAX,1992,2.6,8.06,20.09,21.9,23.79,27.49,29.99,34.34,31.19,23.51,15.51,7.28,34.34
T2M_MAX,1993,7.04,4.02,16.92,19.7,24.88,30.93,33.79,31.56,23.89,24.46,15.17,6.94,33.79
T2M_MAX,1994,6.73,13.66,15.37,19.73,27.57,32.53,32.08,35.63,32.69,24.01,17.34,4.22,35.63
T2M_MAX,1995,3.17,11.4,14.73,21.31,25.22,26.87,32.52,30.45,26.28,23.07,11.65,7.52,32.52
T2M_MAX,1996,2.37,4.27,8.01,20.51,27.68,31.1,31.96,31.31,23.82,21.22,15.38,7.35,31.96
T2M_MAX,1997,0.57,8.68,12.39,16.89,25.52,28.48,28.6,26.22,24.55,22.83,15.77,6.27,28.6
T2M_MAX,1998,5.5,12.85,13.07,22.25,23.73,27.83,30.17,33.89,26.02,20.85,12.99,4.14,33.89
T2M_MAX,1999,4.17,8.03,14.83,19.38,24.44,28.06,31.57,34.37,27.38,25.77,16.89,6.68,34.37
T2M_MAX,2000,1.17,4.02,14.8,23.08,28.31,34.01,35.44,36.57,25.59,26.8,19.58,9.57,36.57
T2M_MAX,2001,10.13,12.78,19.31,23.16,27.09,33.18,33.51,34.41,26.15,25.46,15.0,0.95,34.41
T2M_MAX,2002,6.65,9.96,16.95,19.04,27.88,34.14,35.32,30.11,27.34,22.08,17.97,8.17,35.32
T2M_MAX,2003,3.5,4.1,13.82,24.29,30.17,32.28,32.9,33.36,28.63,21.9,18.05,9.8,33.36
T2M_MAX,2004,3.56,8.36,17.8,19.75,22.29,27.15,33.91,29.37,26.46,20.86,18.95,10.67,33.91
T2M_MAX,2005,4.94,6.33,14.12,20.52,26.89,25.5,30.74,30.57,23.79,21.59,13.71,6.29,30.74
T2M_MAX,2006,4.69,11.0,17.0,19.11,26.63,27.63,29.64,30.08,24.27,26.18,14.16,10.94,30.08
T2M_MAX,2007,7.36,8.84,15.96,20.65,27.92,32.89,36.3,35.22,24.24,20.93,9.88,7.24,36.3
T2M_MAX,2008,7.1,14.22,13.12,19.67,24.25,27.96,30.27,31.83,32.27,20.6,19.24,11.7,32.27
T2M_MAX,2009,9.37,12.02,16.46,20.11,28.04,29.21,31.9,31.7,29.56,24.92,16.94,11.26,31.9
T2M_MAX,2010,8.0,10.02,17.4,19.85,23.49,29.04,28.45,30.23,22.45,15.92,18.93,12.29,30.23
T2M_MAX,2011,6.08,7.49,15.65,18.76,25.52,30.65,31.6,31.43,29.26,24.18,15.03,7.87,31.6
T2M_MAX,2012,5.16,2.26,17.91,26.18,27.4,31.49,35.66,37.37,31.27,28.9,18.0,8.48,37.37
T2M_MAX,2013,4.69,9.46,13.87,24.9,24.53,28.12,33.23,34.84,25.39,22.67,18.36,8.17,34.84
T2M_MAX,2014,8.57,14.07,18.98,20.19,25.57,28.61,29.4,33.53,27.7,23.93,19.3,6.02,33.53
T2M_MAX,2015,7.37,13.36,17.33,20.93,26.54,30.33,34.15,34.33,33.52,20.14,14.01,7.63,34.33
T2M_MAX,2016,5.33,14.7,17.06,22.87,24.44,29.9,31.96,30.25,29.27,22.95,15.18,3.53,31.96
T2M_MAX,2017,0.92,14.05,20.95,23.41,22.93,31.31,33.41,36.76,29.22,23.45,12.26,7.26,36.76
T2M_MAX,2018,9.37,7.45,18.21,24.73,26.37,26.9,26.87,30.12,29.43,25.01,23.89,4.89,30.12
T2M_MAX,2019,1.8,7.02,16.9,22.66,23.06,27.95,32.17,33.14,30.74,24.79,19.64,11.14,33.14
T2M_MAX,2020,7.4,11.61,15.64,18.89,25.67,26.69,27.66,31.31,31.17,24.74,13.14,9.98,31.31
T2M_MAX,2021,7.92,13.3,14.08,17.56,24.88,31.79,32.23,32.58,26.41,19.81,21.23,6.94,32.58
T2M_MAX,2022,7.53,7.82,17.42,19.52,25.27,34.54,36.25,33.26,24.37,21.2,17.2,10.8,36.25
T2M_MAX,2023,11.45,9.12,17.03,16.84,23.7,26.89,30.61,34.86,29.04,26.46,17.9,8.97,34.86
T2M_MAX,2024,7.7,16.31,22.37,24.93,24.91,31.6,35.63,34.47,32.17,22.86,15.07,6.69,35.63
