Area,Element,Year,Unit,Value
Finland,Yield,2011,hg/ha,78460.0
Finland,Yield,2012,hg/ha,72069.0
Finland,Yield,2013,hg/ha,74318.0
Finland,Yield,2014,hg/ha,77892.0
Finland,Yield,2015,hg/ha,90495.0
Finland,Yield,2016,hg/ha,96111.0
Finland,Yield,2017,hg/ha,98801.0
Finland,Yield,2018,hg/ha,114286.0
Finland,Yield,2019,hg/ha,124462.0
Finland,Production,2005,tonnes,3610.0
Finland,Production,2006,tonnes,3261.0
Finland,Production,2007,tonnes,3468.0
Finland,Production,2008,tonnes,4282.0
Finland,Production,2009,tonnes,4268.0
Finland,Production,2010,tonnes,4262.0
Finland,Production,2011,tonnes,5249.0
Finland,Production,2012,tonnes,4807.0
Finland,Production,2013,tonnes,4905.0
Finland,Production,2014,tonnes,5211.0
Finland,Production,2015,tonnes,6027.0
Finland,Production,2016,tonnes,6401.0
Finland,Production,2017,tonnes,6758.0
Finland,Production,2018,tonnes,7200.0
Finland,Production,2019,tonnes,8090.0
France,Area harvested,2005,ha,46723.0
France,Area harvested,2006,ha,43888.0
France,Area harvested,2007,ha,43252.0
France,Area harvested,2008,ha,42073.0
France,Area harvested,2009,ha,41201.0
France,Area harvested,2010,ha,40908.0
France,Area harvested,2011,ha,39725.0
France,Area harvested,2012,ha,38714.0
France,Area harvested,2013,ha,37593.0
France,Area harvested,2014,ha,50170.0
France,Area harvested,2015,ha,49663.0
France,Area harvested,2016,ha,50150.0
France,Area harvested,2017,ha,50309.0
France,Area harvested,2018,ha,50540.0
France,Area harvested,2019,ha,50370.0
France,Yield,2005,hg/ha,391492.0
France,Yield,2006,hg/ha,382639.0
France,Yield,2007,hg/ha,411992.0
France,Yield,2008,hg/ha,404476.0
France,Yield,2009,hg/ha,419799.0
France,Yield,2010,hg/ha,428099.0
France,Yield,2011,hg/ha,443711.0
France,Yield,2012,hg/ha,337432.0
France,Yield,2013,hg/ha,449062.0
France,Yield,2014,hg/ha,368258.0
France,Yield,2015,hg/ha,396397.0
France,Yield,2016,hg/ha,363534.0
France,Yield,2017,hg/ha,337106.0
France,Yield,2018,hg/ha,344351.0
France,Yield,2019,hg/ha,348124.0
France,Production,2005,tonnes,1829166.0
France,Production,2006,tonnes,1679328.0
France,Production,2007,tonnes,1781947.0
France,Production,2008,tonnes,1701752.0
France,Production,2009,tonnes,1729615.0
France,Production,2010,tonnes,1751269.0
France,Production,2011,tonnes,1762640.0
France,Production,2012,tonnes,1306333.0
France,Production,2013,tonnes,1688158.0
France,Production,2014,tonnes,1847551.0
France,Production,2015,tonnes,1968628.0
France,Production,2016,tonnes,1823123.0
France,Production,2017,tonnes,1695949.0
France,Production,2018,tonnes,1740350.0
France,Production,2019,tonnes,1753500.0
Georgia,Area harvested,2005,ha,32989.0
Georgia,Area harvested,2006,ha,10000.0
Georgia,Area harvested,2007,ha,28000.0
Georgia,Area harvested,2008,ha,12000.0
Georgia,Area harvested,2009,ha,22000.0
Georgia,Area harvested,2010,ha,5923.0
Georgia,Area harvested,2011,ha,18151.0
Georgia,Area harvested,2012,ha,12359.0
Georgia,Area harvested,2013,ha,18680.0
Georgia,Area harvested,2014,ha,22380.0
Georgia,Area harvested,2015,ha,7663.0
Georgia,Area harvested,2016,ha,19767.0
Georgia,Area harvested,2017,ha,6073.0
Georgia,Area harvested,2018,ha,25776.0
Georgia,Area harvested,2019,ha,13897.0
Georgia,Yield,2005,hg/ha,31607.0
Georgia,Yield,2006,hg/ha,32800.0
Georgia,Yield,2007,hg/ha,36179.0
Georgia,Yield,2008,hg/ha,34583.0
Georgia,Yield,2009,hg/ha,36682.0
Georgia,Yield,2010,hg/ha,35624.0
Georgia,Yield,2011,hg/ha,35425.0
Georgia,Yield,2012,hg/ha,36411.0
Georgia,Yield,2013,hg/ha,36724.0
Georgia,Yield,2014,hg/ha,36774.0
Georgia,Yield,2015,hg/ha,33538.0
Georgia,Yield,2016,hg/ha,32984.0
Georgia,Yield,2017,hg/ha,32439.0
Georgia,Yield,2018,hg/ha,32084.0
Georgia,Yield,2019,hg/ha,31877.0
Georgia,Production,2005,tonnes,104269.0
Georgia,Production,2006,tonnes,32800.0
Georgia,Production,2007,tonnes,101300.0
Georgia,Production,2008,tonnes,41500.0
Georgia,Production,2009,tonnes,80700.0
Georgia,Production,2010,tonnes,21100.0
Georgia,Production,2011,tonnes,64300.0
Georgia,Production,2012,tonnes,45000.0
Georgia,Production,2013,tonnes,68600.0
Georgia,Production,2014,tonnes,82300.0
Georgia,Production,2015,tonnes,25700.0
Georgia,Production,2016,tonnes,65200.0
Georgia,Production,2017,tonnes,19700.0
Georgia,Production,2018,tonnes,82700.0
Georgia,Production,2019,tonnes,44300.0
Germany,Area harvested,2005,ha,32339.0
Germany,Area harvested,2006,ha,32504.0
Germany,Area harvested,2007,ha,31721.0
Germany,Area harvested,2008,ha,31800.0
Germany,Area harvested,2009,ha,31813.0
Germany,Area harvested,2010,ha,31819.0
Germany,Area harvested,2011,ha,31608.0
Germany,Area harvested,2012,ha,31640.0
Germany,Area harvested,2013,ha,31647.0
Germany,Area harvested,2014,ha,31465.0
Germany,Area harvested,2015,ha,31408.0
Germany,Area harvested,2016,ha,31334.0
Germany,Area harvested,2017,ha,33913.0
Germany,Area harvested,2018,ha,33980.0
Germany,Area harvested,2019,ha,33980.0
Germany,Yield,2005,hg/ha,275643.0
Germany,Yield,2006,hg/ha,291537.0
Germany,Yield,2007,hg/ha,337327.0
Germany,Yield,2008,hg/ha,329244.0
Germany,Yield,2009,hg/ha,336554.0
Germany,Yield,2010,hg/ha,262409.0
Germany,Yield,2011,hg/ha,284247.0
Germany,Yield,2012,hg/ha,307334.0
Germany,Yield,2013,hg/ha,253984.0
Germany,Yield,2014,hg/ha,354648.0
Germany,Yield,2015,hg/ha,309941.0
Germany,Yield,2016,hg/ha,329646.0
Germany,Yield,2017,hg/ha,175940.0
Germany,Yield,2018,hg/ha,352713.0
Germany,Yield,2019,hg/ha,291775.0
Germany,Production,2005,tonnes,891402.0
Germany,Production,2006,tonnes,947611.0
Germany,Production,2007,tonnes,1070036.0
Germany,Production,2008,tonnes,1046995.0
Germany,Production,2009,tonnes,1070678.0
Germany,Production,2010,tonnes,834960.0
Germany,Production,2011,tonnes,898448.0
Germany,Production,2012,tonnes,972405.0
Germany,Production,2013,tonnes,803784.0
Germany,Production,2014,tonnes,1115900.0
Germany,Production,2015,tonnes,973462.0
Germany,Production,2016,tonnes,1032913.0
Germany,Production,2017,tonnes,596666.0
Germany,Production,2018,tonnes,1198520.0
Germany,Production,2019,tonnes,991450.0
Greece,Area harvested,2005,ha,13354.0
Greece,Area harvested,2006,ha,13291.0
Greece,Area harvested,2007,ha,13207.0
Greece,Area harvested,2008,ha,13433.0
Greece,Area harvested,2009,ha,13568.0
Greece,Area harvested,2010,ha,13445.0
Greece,Area harvested,2011,ha,13331.0
Greece,Area harvested,2012,ha,13310.0
Greece,Area harvested,2013,ha,13212.0
Greece,Area harvested,2014,ha,9811.0
Greece,Area harvested,2015,ha,9827.0
Greece,Area harvested,2016,ha,9683.0
Greece,Area harvested,2017,ha,9294.0
Greece,Area harvested,2018,ha,10350.0
Greece,Area harvested,2019,ha,9820.0
Greece,Yield,2005,hg/ha,187224.0
Greece,Yield,2006,hg/ha,217217.0
Greece,Yield,2007,hg/ha,190360.0
Greece,Yield,2008,hg/ha,193421.0
Greece,Yield,2009,hg/ha,197761.0
Greece,Yield,2010,hg/ha,203647.0
Greece,Yield,2011,hg/ha,205622.0
Greece,Yield,2012,hg/ha,199716.0
Greece,Yield,2013,hg/ha,192022.0
Greece,Yield,2014,hg/ha,257099.0
Greece,Yield,2015,hg/ha,271719.0
Greece,Yield,2016,hg/ha,288821.0
Greece,Yield,2017,hg/ha,272334.0
Greece,Yield,2018,hg/ha,276145.0
Greece,Yield,2019,hg/ha,282189.0
Greece,Production,2005,tonnes,250019.0
Greece,Production,2006,tonnes,288703.0
Greece,Production,2007,tonnes,251408.0
Greece,Production,2008,tonnes,259822.0
Greece,Production,2009,tonnes,268322.0
Greece,Production,2010,tonnes,273804.0
Greece,Production,2011,tonnes,274115.0
Greece,Production,2012,tonnes,265822.0
Greece,Production,2013,tonnes,253700.0
Greece,Production,2014,tonnes,252240.0
Greece,Production,2015,tonnes,267018.0
Greece,Production,2016,tonnes,279665.0
Greece,Production,2017,tonnes,253107.0
Greece,Production,2018,tonnes,285810.0
Greece,Production,2019,tonnes,277110.0
Grenada,Area harvested,2005,ha,11.0
Grenada,Area harvested,2006,ha,70.0
Grenada,Area harvested,2007,ha,100.0
Grenada,Area harvested,2008,ha,100.0
Grenada,Area harvested,2009,ha,105.0
Grenada,Area harvested,2010,ha,99.0
Grenada,Area harvested,2011,ha,100.0
Grenada,Area harvested,2012,ha,107.0
Grenada,Area harvested,2013,ha,104.0
Grenada,Area harvested,2014,ha,115.0
Grenada,Area harvested,2015,ha,108.0
Grenada,Area harvested,2016,ha,103.0
Grenada,Area harvested,2017,ha,106.0
Grenada,Area harvested,2018,ha,107.0
Grenada,Area harvested,2019,ha,109.0
Grenada,Yield,2005,hg/ha,45455.0
Grenada,Yield,2006,hg/ha,45143.0
Grenada,Yield,2007,hg/ha,42700.0
Grenada,Yield,2008,hg/ha,41900.0
Grenada,Yield,2009,hg/ha,43905.0
Grenada,Yield,2010,hg/ha,43838.0
Grenada,Yield,2011,hg/ha,43800.0
Grenada,Yield,2012,hg/ha,43551.0
Grenada,Yield,2013,hg/ha,43462.0
Grenada,Yield,2014,hg/ha,43652.0
Grenada,Yield,2015,hg/ha,43611.0
Grenada,Yield,2016,hg/ha,43495.0
Grenada,Yield,2017,hg/ha,43679.0
Grenada,Yield,2018,hg/ha,43832.0
Grenada,Yield,2019,hg/ha,43578.0
Grenada,Production,2005,tonnes,50.0
Grenada,Production,2006,tonnes,316.0
Grenada,Production,2007,tonnes,427.0
Grenada,Production,2008,tonnes,419.0
Grenada,Production,2009,tonnes,461.0
Grenada,Production,2010,tonnes,434.0
Grenada,Production,2011,tonnes,438.0
Grenada,Production,2012,tonnes,466.0
Grenada,Production,2013,tonnes,452.0
Grenada,Production,2014,tonnes,502.0
Grenada,Production,2015,tonnes,471.0
Grenada,Production,2016,tonnes,448.0
Grenada,Production,2017,tonnes,463.0
Grenada,Production,2018,tonnes,469.0
Grenada,Production,2019,tonnes,475.0
Guatemala,Area harvested,2005,ha,3076.0
Guatemala,Area harvested,2006,ha,3076.0
Guatemala,Area harvested,2007,ha,3355.0
Guatemala,Area harvested,2008,ha,4054.0
Guatemala,Area harvested,2009,ha,6849.0
Guatemala,Area harvested,2010,ha,6709.0
Guatemala,Area harvested,2011,ha,6835.0
Guatemala,Area harvested,2012,ha,6031.0
Guatemala,Area harvested,2013,ha,6898.0
Guatemala,Area harvested,2014,ha,6430.0
Guatemala,Area harvested,2015,ha,6150.0
Guatemala,Area harvested,2016,ha,5871.0
Guatemala,Area harvested,2017,ha,5806.0
Guatemala,Area harvested,2018,ha,6859.0
Guatemala,Area harvested,2019,ha,7109.0
Guatemala,Yield,2005,hg/ha,71918.0
Guatemala,Yield,2006,hg/ha,72315.0
Guatemala,Yield,2007,hg/ha,65911.0
Guatemala,Yield,2008,hg/ha,54546.0
Guatemala,Yield,2009,hg/ha,32286.0
Guatemala,Yield,2010,hg/ha,32453.0
Guatemala,Yield,2011,hg/ha,32831.0
Guatemala,Yield,2012,hg/ha,38538.0
Guatemala,Yield,2013,hg/ha,35233.0
Guatemala,Yield,2014,hg/ha,38588.0
Guatemala,Yield,2015,hg/ha,42646.0
Guatemala,Yield,2016,hg/ha,45135.0
Guatemala,Yield,2017,hg/ha,43719.0
Guatemala,Yield,2018,hg/ha,36234.0
Guatemala,Yield,2019,hg/ha,35485.0
Guatemala,Production,2005,tonnes,22122.0
Guatemala,Production,2006,tonnes,22244.0
Guatemala,Production,2007,tonnes,22113.0
Guatemala,Production,2008,tonnes,22113.0
Guatemala,Production,2009,tonnes,22113.0
Guatemala,Production,2010,tonnes,21773.0
Guatemala,Production,2011,tonnes,22440.0
Guatemala,Production,2012,tonnes,23242.0
Guatemala,Production,2013,tonnes,24304.0
Guatemala,Production,2014,tonnes,24812.0
Guatemala,Production,2015,tonnes,26227.0
Guatemala,Production,2016,tonnes,26499.0
Guatemala,Production,2017,tonnes,25383.0
Guatemala,Production,2018,tonnes,24853.0
Guatemala,Production,2019,tonnes,25226.0
Honduras,Area harvested,2005,ha,57.0
Honduras,Area harvested,2006,ha,60.0
Honduras,Area harvested,2007,ha,62.0
Honduras,Area harvested,2008,ha,67.0
Honduras,Area harvested,2009,ha,70.0
Honduras,Area harvested,2010,ha,75.0
Honduras,Area harvested,2011,ha,79.0
Honduras,Area harvested,2012,ha,84.0
Honduras,Area harvested,2013,ha,90.0
Honduras,Area harvested,2014,ha,96.0
Honduras,Area harvested,2015,ha,99.0
Honduras,Area harvested,2016,ha,104.0
Honduras,Area harvested,2017,ha,110.0
Honduras,Area harvested,2018,ha,117.0
Honduras,Area harvested,2019,ha,124.0
Honduras,Yield,2005,hg/ha,28421.0
Honduras,Yield,2006,hg/ha,29167.0
Honduras,Yield,2007,hg/ha,27903.0
Honduras,Yield,2008,hg/ha,25522.0
Honduras,Yield,2009,hg/ha,24571.0
Honduras,Yield,2010,hg/ha,23200.0
Honduras,Yield,2011,hg/ha,22152.0
Honduras,Yield,2012,hg/ha,21071.0
Honduras,Yield,2013,hg/ha,19778.0
Honduras,Yield,2014,hg/ha,18750.0
Honduras,Yield,2015,hg/ha,18485.0
Honduras,Yield,2016,hg/ha,17596.0
Honduras,Yield,2017,hg/ha,16818.0
Honduras,Yield,2018,hg/ha,15897.0
Honduras,Yield,2019,hg/ha,15081.0
Honduras,Production,2005,tonnes,162.0
Honduras,Production,2006,tonnes,175.0
Honduras,Production,2007,tonnes,173.0
Honduras,Production,2008,tonnes,171.0
Honduras,Production,2009,tonnes,172.0
Honduras,Production,2010,tonnes,174.0
Honduras,Production,2011,tonnes,175.0
Honduras,Production,2012,tonnes,177.0
Honduras,Production,2013,tonnes,178.0
Honduras,Production,2014,tonnes,180.0
Honduras,Production,2015,tonnes,183.0
Honduras,Production,2016,tonnes,183.0
Honduras,Production,2017,tonnes,185.0
Honduras,Production,2018,tonnes,186.0
Honduras,Production,2019,tonnes,187.0
Hungary,Area harvested,2005,ha,42024.0
Hungary,Area harvested,2006,ha,39136.0
Hungary,Area harvested,2007,ha,40501.0
Hungary,Area harvested,2008,ha,43100.0
Hungary,Area harvested,2009,ha,36644.0
Hungary,Area harvested,2010,ha,34030.0
Hungary,Area harvested,2011,ha,33092.0
Hungary,Area harvested,2012,ha,32040.0
Hungary,Area harvested,2013,ha,33360.0
Hungary,Area harvested,2014,ha,33260.0
Hungary,Area harvested,2015,ha,32803.0
Hungary,Area harvested,2016,ha,32485.0
Hungary,Area harvested,2017,ha,32166.0
Hungary,Area harvested,2018,ha,31840.0
Hungary,Area harvested,2019,ha,30970.0
Hungary,Yield,2005,hg/ha,121445.0
Hungary,Yield,2006,hg/ha,137302.0
Hungary,Yield,2007,hg/ha,144716.0
Hungary,Yield,2008,hg/ha,131926.0
Hungary,Yield,2009,hg/ha,157016.0
Hungary,Yield,2010,hg/ha,146023.0
Hungary,Yield,2011,hg/ha,88484.0
Hungary,Yield,2012,hg/ha,203059.0
Hungary,Yield,2013,hg/ha,177419.0
Hungary,Yield,2014,hg/ha,234471.0
Hungary,Yield,2015,hg/ha,155919.0
Hungary,Yield,2016,hg/ha,153027.0
Hungary,Yield,2017,hg/ha,147255.0
Hungary,Yield,2018,hg/ha,213185.0
Hungary,Yield,2019,hg/ha,160907.0
Hungary,Production,2005,tonnes,510361.0
Hungary,Production,2006,tonnes,537345.0
Hungary,Production,2007,tonnes,586113.0
Hungary,Production,2008,tonnes,568600.0
Hungary,Production,2009,tonnes,575368.0
Hungary,Production,2010,tonnes,496916.0
Hungary,Production,2011,tonnes,292810.0
Hungary,Production,2012,tonnes,650600.0
Hungary,Production,2013,tonnes,591870.0
Hungary,Production,2014,tonnes,779850.0
Hungary,Production,2015,tonnes,511460.0
Hungary,Production,2016,tonnes,497108.0
Hungary,Production,2017,tonnes,473662.0
Hungary,Production,2018,tonnes,678780.0
Hungary,Production,2019,tonnes,498330.0
India,Area harvested,2005,ha,230700.0
India,Area harvested,2006,ha,226600.0
India,Area harvested,2007,ha,252000.0
India,Area harvested,2008,ha,264000.0
India,Area harvested,2009,ha,274000.0
India,Area harvested,2010,ha,282900.0
India,Area harvested,2011,ha,289100.0
India,Area harvested,2012,ha,321900.0
India,Area harvested,2013,ha,312000.0
India,Area harvested,2014,ha,313040.0
India,Area harvested,2015,ha,319000.0
India,Area harvested,2016,ha,277000.0
India,Area harvested,2017,ha,305000.0
India,Area harvested,2018,ha,301000.0
India,Area harvested,2019,ha,308000.0
India,Yield,2005,hg/ha,75379.0
India,Yield,2006,hg/ha,80053.0
India,Yield,2007,hg/ha,64444.0
India,Yield,2008,hg/ha,75795.0
India,Yield,2009,hg/ha,72445.0
India,Yield,2010,hg/ha,62821.0
India,Yield,2011,hg/ha,100000.0
India,Yield,2012,hg/ha,68450.0
India,Yield,2013,hg/ha,61378.0
India,Yield,2014,hg/ha,79788.0
India,Yield,2015,hg/ha,66897.0
India,Yield,2016,hg/ha,91011.0
India,Yield,2017,hg/ha,74262.0
India,Yield,2018,hg/ha,77309.0
India,Yield,2019,hg/ha,75195.0
India,Production,2005,tonnes,1739000.0
India,Production,2006,tonnes,1814000.0
India,Production,2007,tonnes,1624000.0
India,Production,2008,tonnes,2001000.0
India,Production,2009,tonnes,1985000.0
India,Production,2010,tonnes,1777200.0
India,Production,2011,tonnes,2891000.0
India,Production,2012,tonnes,2203400.0
India,Production,2013,tonnes,1915000.0
India,Production,2014,tonnes,2497680.0
India,Production,2015,tonnes,2134000.0
India,Production,2016,tonnes,2521000.0
India,Production,2017,tonnes,2265000.0
India,Production,2018,tonnes,2327000.0
India,Production,2019,tonnes,2316000.0
Iran (Islamic Republic of),Area harvested,2005,ha,162862.0
Iran (Islamic Republic of),Area harvested,2006,ha,149225.0
Iran (Islamic Republic of),Area harvested,2007,ha,173979.0
Iran (Islamic Republic of),Area harvested,2008,ha,173340.0
Iran (Islamic Republic of),Area harvested,2009,ha,173371.0
Iran (Islamic Republic of),Area harvested,2010,ha,197252.0
Iran (Islamic Republic of),Area harvested,2011,ha,197284.0
Iran (Islamic Republic of),Area harvested,2012,ha,197348.0
Iran (Islamic Republic of),Area harvested,2013,ha,197983.0
Iran (Islamic Republic of),Area harvested,2014,ha,235572.0
Iran (Islamic Republic of),Area harvested,2015,ha,240000.0
Iran (Islamic Republic of),Area harvested,2016,ha,140940.0
Iran (Islamic Republic of),Area harvested,2017,ha,119528.0
Iran (Islamic Republic of),Area harvested,2018,ha,101429.0
Iran (Islamic Republic of),Area harvested,2019,ha,100759.0
Iran (Islamic Republic of),Yield,2005,hg/ha,163445.0
Iran (Islamic Republic of),Yield,2006,hg/ha,154595.0
Iran (Islamic Republic of),Yield,2007,hg/ha,171163.0
Iran (Islamic Republic of),Yield,2008,hg/ha,160308.0
Iran (Islamic Republic of),Yield,2009,hg/ha,164642.0
Iran (Islamic Republic of),Yield,2010,hg/ha,147201.0
Iran (Islamic Republic of),Yield,2011,hg/ha,157788.0
Iran (Islamic Republic of),Yield,2012,hg/ha,157280.0
Iran (Islamic Republic of),Yield,2013,hg/ha,153321.0
Iran (Islamic Republic of),Yield,2014,hg/ha,102410.0
Iran (Islamic Republic of),Yield,2015,hg/ha,104167.0
Iran (Islamic Republic of),Yield,2016,hg/ha,148769.0
Iran (Islamic Republic of),Yield,2017,hg/ha,200692.0
Iran (Islamic Republic of),Yield,2018,hg/ha,190941.0
Iran (Islamic Republic of),Yield,2019,hg/ha,222424.0
Iran (Islamic Republic of),Production,2005,tonnes,2661901.0
Iran (Islamic Republic of),Production,2006,tonnes,2306941.0
Iran (Islamic Republic of),Production,2007,tonnes,2977881.0
Iran (Islamic Republic of),Production,2008,tonnes,2778775.0
Iran (Islamic Republic of),Production,2009,tonnes,2854420.0
Iran (Islamic Republic of),Production,2010,tonnes,2903572.0
Iran (Islamic Republic of),Production,2011,tonnes,3112900.0
Iran (Islamic Republic of),Production,2012,tonnes,3103883.0
Iran (Islamic Republic of),Production,2013,tonnes,3035493.0
Iran (Islamic Republic of),Production,2014,tonnes,2412494.0
Iran (Islamic Republic of),Production,2015,tonnes,2500000.0
Iran (Islamic Republic of),Production,2016,tonnes,2096749.0
Iran (Islamic Republic of),Production,2017,tonnes,2398831.0
Iran (Islamic Republic of),Production,2018,tonnes,1936697.0
Iran (Islamic Republic of),Production,2019,tonnes,2241124.0
Iraq,Area harvested,2005,ha,10750.0
Iraq,Area harvested,2006,ha,10750.0
Iraq,Area harvested,2007,ha,10750.0
Iraq,Area harvested,2008,ha,12000.0
Iraq,Area harvested,2009,ha,12000.0
Iraq,Area harvested,2010,ha,13000.0
Iraq,Area harvested,2011,ha,15000.0
Iraq,Area harvested,2012,ha,17000.0
Iraq,Area harvested,2013,ha,20000.0
Iraq,Area harvested,2014,ha,20000.0
Iraq,Area harvested,2015,ha,14000.0
Iraq,Area harvested,2016,ha,14500.0
Iraq,Area harvested,2017,ha,15500.0
Iraq,Area harvested,2018,ha,16000.0
Iraq,Area harvested,2019,ha,24000.0
Iraq,Yield,2005,hg/ha,23256.0
Iraq,Yield,2006,hg/ha,23256.0
Iraq,Yield,2007,hg/ha,28837.0
Iraq,Yield,2008,hg/ha,30302.0
Iraq,Yield,2009,hg/ha,30480.0
Iraq,Yield,2010,hg/ha,30462.0
Iraq,Yield,2011,hg/ha,30632.0
Iraq,Yield,2012,hg/ha,30775.0
Iraq,Yield,2013,hg/ha,31217.0
Iraq,Yield,2014,hg/ha,31688.0
Iraq,Yield,2015,hg/ha,30219.0
Iraq,Yield,2016,hg/ha,30686.0
Iraq,Yield,2017,hg/ha,30726.0
Iraq,Yield,2018,hg/ha,31028.0
Iraq,Yield,2019,hg/ha,31596.0
Iraq,Production,2005,tonnes,25000.0
Iraq,Production,2006,tonnes,25000.0
Iraq,Production,2007,tonnes,31000.0
Iraq,Production,2008,tonnes,36362.0
Iraq,Production,2009,tonnes,36576.0
Iraq,Production,2010,tonnes,39601.0
Iraq,Production,2011,tonnes,45948.0
Iraq,Production,2012,tonnes,52318.0
Iraq,Production,2013,tonnes,62433.0
Iraq,Production,2014,tonnes,63376.0
Iraq,Production,2015,tonnes,42307.0
Iraq,Production,2016,tonnes,44495.0
Iraq,Production,2017,tonnes,47626.0
Iraq,Production,2018,tonnes,49644.0
Iraq,Production,2019,tonnes,75831.0
Ireland,Area harvested,2005,ha,634.0
Ireland,Area harvested,2006,ha,637.0
Ireland,Area harvested,2007,ha,620.0
Ireland,Area harvested,2008,ha,620.0
Ireland,Area harvested,2009,ha,620.0
Ireland,Area harvested,2010,ha,620.0
Ireland,Area harvested,2011,ha,620.0
Ireland,Area harvested,2012,ha,620.0
Ireland,Area harvested,2013,ha,615.0
Ireland,Area harvested,2014,ha,635.0
Ireland,Area harvested,2015,ha,635.0
Ireland,Area harvested,2016,ha,695.0
Ireland,Area harvested,2017,ha,695.0
Ireland,Area harvested,2018,ha,710.0
Ireland,Area harvested,2019,ha,710.0
Ireland,Yield,2005,hg/ha,233438.0
Ireland,Yield,2006,hg/ha,285714.0
Ireland,Yield,2007,hg/ha,241935.0
Ireland,Yield,2008,hg/ha,251613.0
Ireland,Yield,2009,hg/ha,211290.0
Ireland,Yield,2010,hg/ha,340323.0
Ireland,Yield,2011,hg/ha,329032.0
Ireland,Yield,2012,hg/ha,195161.0
Ireland,Yield,2013,hg/ha,247154.0
Ireland,Yield,2014,hg/ha,308661.0
Ireland,Yield,2015,hg/ha,296063.0
Ireland,Yield,2016,hg/ha,313669.0
Ireland,Yield,2017,hg/ha,307468.0
Ireland,Yield,2018,hg/ha,283662.0
Ireland,Yield,2019,hg/ha,280000.0
Ireland,Production,2005,tonnes,14800.0
Ireland,Production,2006,tonnes,18200.0
Ireland,Production,2007,tonnes,15000.0
Ireland,Production,2008,tonnes,15600.0
Ireland,Production,2009,tonnes,13100.0
Ireland,Production,2010,tonnes,21100.0
Ireland,Production,2011,tonnes,20400.0
Ireland,Production,2012,tonnes,12100.0
Ireland,Production,2013,tonnes,15200.0
Ireland,Production,2014,tonnes,19600.0
Ireland,Production,2015,tonnes,18800.0
Ireland,Production,2016,tonnes,21800.0
Ireland,Production,2017,tonnes,21369.0
Ireland,Production,2018,tonnes,20140.0
Ireland,Production,2019,tonnes,19880.0
Israel,Area harvested,2005,ha,4430.0
Israel,Area harvested,2006,ha,3970.0
Israel,Area harvested,2007,ha,3200.0
Israel,Area harvested,2008,ha,3050.0
Israel,Area harvested,2009,ha,2980.0
Israel,Area harvested,2010,ha,2910.0
Israel,Area harvested,2011,ha,2920.0
Israel,Area harvested,2012,ha,2370.0
Israel,Area harvested,2013,ha,2629.0
Israel,Area harvested,2014,ha,2685.0
Israel,Area harvested,2015,ha,2991.0
Israel,Area harvested,2016,ha,3020.0
Israel,Area harvested,2017,ha,2960.0
Israel,Area harvested,2018,ha,2823.0
Israel,Area harvested,2019,ha,2775.0
Israel,Yield,2005,hg/ha,316788.0
Israel,Yield,2006,hg/ha,306408.0
Israel,Yield,2007,hg/ha,316331.0
Israel,Yield,2008,hg/ha,319426.0
Israel,Yield,2009,hg/ha,384732.0
Israel,Yield,2010,hg/ha,451801.0
Israel,Yield,2011,hg/ha,408325.0
Israel,Yield,2012,hg/ha,455696.0
Israel,Yield,2013,hg/ha,426504.0
Israel,Yield,2014,hg/ha,289806.0
Israel,Yield,2015,hg/ha,361083.0
Israel,Yield,2016,hg/ha,331126.0
Israel,Yield,2017,hg/ha,381757.0
Israel,Yield,2018,hg/ha,393199.0
Israel,Yield,2019,hg/ha,374775.0
Israel,Production,2005,tonnes,140337.0
Israel,Production,2006,tonnes,121644.0
Israel,Production,2007,tonnes,101226.0
Israel,Production,2008,tonnes,97425.0
Israel,Production,2009,tonnes,114650.0
Israel,Production,2010,tonnes,131474.0
Israel,Production,2011,tonnes,119231.0
Israel,Production,2012,tonnes,108000.0
Israel,Production,2013,tonnes,112128.0
Israel,Production,2014,tonnes,77813.0
Israel,Production,2015,tonnes,108000.0
Israel,Production,2016,tonnes,100000.0
Israel,Production,2017,tonnes,113000.0
Israel,Production,2018,tonnes,111000.0
Israel,Production,2019,tonnes,104000.0
Italy,Area harvested,2005,ha,57136.0
Italy,Area harvested,2006,ha,57143.0
Italy,Area harvested,2007,ha,56020.0
Italy,Area harvested,2008,ha,59000.0
Italy,Area harvested,2009,ha,58445.0
Italy,Area harvested,2010,ha,57907.0
Italy,Area harvested,2011,ha,56860.0
Italy,Area harvested,2012,ha,54684.0
Italy,Area harvested,2013,ha,55274.0
Italy,Area harvested,2014,ha,54743.0
Italy,Area harvested,2015,ha,54720.0
Italy,Area harvested,2016,ha,52775.0
Italy,Area harvested,2017,ha,53586.0
Italy,Area harvested,2018,ha,57440.0
Italy,Area harvested,2019,ha,55000.0
Italy,Yield,2005,hg/ha,383646.0
Italy,Yield,2006,hg/ha,372921.0
Italy,Yield,2007,hg/ha,398106.0
Italy,Yield,2008,hg/ha,374593.0
Italy,Yield,2009,hg/ha,397922.0
Italy,Yield,2010,hg/ha,380778.0
Italy,Yield,2011,hg/ha,424059.0
Italy,Yield,2012,hg/ha,364149.0
Italy,Yield,2013,hg/ha,401086.0
Italy,Yield,2014,hg/ha,451858.0
Italy,Yield,2015,hg/ha,452048.0
Italy,Yield,2016,hg/ha,465299.0
Italy,Yield,2017,hg/ha,358540.0
Italy,Yield,2018,hg/ha,429490.0
